protocol_id,nccp_code,title,field,original_label,display_label,component,protocol_path,basis
nccp-00306-v7,00306,Gemcitabine 1000 mg/m² and Carboplatin AUC 4 Therapy — 21 day,pneumonitis_grade,Pneumonitis grade,Pneumonitis grade (Gemcitabine),Gemcitabine,protocols/gynaecology/00306-gemcitabine-carboplatin.json,encoded rule action component
nccp-00306-v7,00306,Gemcitabine 1000 mg/m² and Carboplatin AUC 4 Therapy — 21 day,scar_status,Severe cutaneous adverse reaction,Severe cutaneous adverse reaction (Gemcitabine),Gemcitabine,protocols/gynaecology/00306-gemcitabine-carboplatin.json,encoded rule action component
nccp-00766-v2,00766,"Bevacizumab 15 mg/kg, Paclitaxel 175 mg/m² and Carboplatin AUC 6 Therapy",neuropathy_grade,Peripheral neuropathy grade,Peripheral neuropathy grade (Paclitaxel),Paclitaxel,protocols/gynaecology/00766-bevacizumab-carboplatin-paclitaxel.json,encoded rule action component
nccp-00766-v2,00766,"Bevacizumab 15 mg/kg, Paclitaxel 175 mg/m² and Carboplatin AUC 6 Therapy",proteinuria_grade,Proteinuria grade,Proteinuria grade (Bevacizumab),Bevacizumab,protocols/gynaecology/00766-bevacizumab-carboplatin-paclitaxel.json,encoded rule action component
nccp-00799-v2,00799,"Bevacizumab 15 mg/kg, Paclitaxel 175 mg/m² and Cisplatin 50 mg/m² Therapy",hypertension_grade,Hypertension grade,Hypertension grade (Bevacizumab),Bevacizumab,protocols/gynaecology/00799-bevacizumab-paclitaxel-cisplatin.json,encoded rule action component
nccp-00799-v2,00799,"Bevacizumab 15 mg/kg, Paclitaxel 175 mg/m² and Cisplatin 50 mg/m² Therapy",fistula_grade,Fistula grade,Fistula grade (Bevacizumab),Bevacizumab,protocols/gynaecology/00799-bevacizumab-paclitaxel-cisplatin.json,encoded rule action component
nccp-00799-v2,00799,"Bevacizumab 15 mg/kg, Paclitaxel 175 mg/m² and Cisplatin 50 mg/m² Therapy",thromboembolic_event_grade,Thromboembolic event grade,Thromboembolic event grade (Bevacizumab),Bevacizumab,protocols/gynaecology/00799-bevacizumab-paclitaxel-cisplatin.json,encoded rule action component
nccp-00799-v2,00799,"Bevacizumab 15 mg/kg, Paclitaxel 175 mg/m² and Cisplatin 50 mg/m² Therapy",haemorrhage_grade,Haemorrhage grade,Haemorrhage grade (Bevacizumab),Bevacizumab,protocols/gynaecology/00799-bevacizumab-paclitaxel-cisplatin.json,encoded rule action component
nccp-00862-v2,00862,Niraparib (Tablets) Monotherapy,hypersensitivity,Niraparib hypersensitivity,Niraparib hypersensitivity,Niraparib,protocols/gynaecology/00862-niraparib-tablets-monotherapy.json,encoded rule action component
nccp-00218-v3,00218,Lenalidomide 25 mg and Dexamethasone — 28 day,other_non_haematological_toxicity_grade,Other treatment-related non-haematological toxicity,Other treatment-related non-haematological toxicity (Lenalidomide),Lenalidomide,protocols/haemato-oncology/plasma-cell/00218-lenalidomide-dexamethasone-28-day.json,encoded rule action component
nccp-00218-v3,00218,Lenalidomide 25 mg and Dexamethasone — 28 day,severe_skin_reaction_or_angioedema,Severe allergic skin reaction or angioedema,Severe allergic skin reaction or angioedema (Lenalidomide),Lenalidomide,protocols/haemato-oncology/plasma-cell/00218-lenalidomide-dexamethasone-28-day.json,encoded rule action component
nccp-00245-v4a,00245,Pomalidomide and Dexamethasone,severe_skin_reaction_or_angioedema,Severe allergic skin reaction or angioedema,Severe allergic skin reaction or angioedema (Pomalidomide),Pomalidomide,protocols/haemato-oncology/plasma-cell/00245-pomalidomide-dexamethasone.json,encoded rule action component
nccp-00270-v3a,00270,Bortezomib and dexamethasone Therapy,other_non_haematological_toxicity_grade,Other non-haematological toxicity grade,Other non-haematological toxicity grade (Bortezomib),Bortezomib,protocols/haemato-oncology/plasma-cell/00270-bortezomib-dexamethasone.json,encoded rule action component
nccp-00270-v3a,00270,Bortezomib and dexamethasone Therapy,bortezomib_hypersensitivity,Hypersensitivity to bortezomib/boron/excipients,Hypersensitivity to bortezomib/boron/excipients,Bortezomib,protocols/haemato-oncology/plasma-cell/00270-bortezomib-dexamethasone.json,encoded rule action component
nccp-00273-v3,00273,"Cyclophosphamide, Bortezomib and Dexamethasone (CyBorD) — 21 day",other_non_haematological_toxicity_grade,Other treatment-related non-haematological toxicity,Other treatment-related non-haematological toxicity (Bortezomib),Bortezomib,protocols/haemato-oncology/plasma-cell/00273-cybord-21-day.json,encoded rule action component
nccp-00275-v3,00275,"Bortezomib, Melphalan and Prednisolone Therapy",neuropathy_state,Bortezomib neuropathy pathway,Bortezomib neuropathy pathway,Bortezomib,protocols/haemato-oncology/plasma-cell/00275-bortezomib-melphalan-prednisolone.json,encoded rule action component
nccp-00275-v3,00275,"Bortezomib, Melphalan and Prednisolone Therapy",other_non_haematological_toxicity_grade,Other non-haematological toxicity grade,Other non-haematological toxicity grade (Bortezomib),Bortezomib,protocols/haemato-oncology/plasma-cell/00275-bortezomib-melphalan-prednisolone.json,encoded rule action component
nccp-00299-v3a,00299,Modified CyBorD — weekly therapy,other_non_haematological_toxicity_grade,Other treatment-related non-haematological toxicity,Other treatment-related non-haematological toxicity (Bortezomib),Bortezomib,protocols/haemato-oncology/plasma-cell/00299-modified-weekly-cybord.json,encoded rule action component
nccp-00416-v4,00416,"Bortezomib, Lenalidomide and dexamethasone (RVD) Therapy – 21 day",skin_reaction,Skin/allergic reaction,Skin/allergic reaction (Lenalidomide),Lenalidomide,protocols/haemato-oncology/plasma-cell/00416-rvd-21-day.json,encoded rule action component
nccp-00435-v3,00435,Bortezomib Maintenance Therapy – 14 day,other_non_haematological_toxicity_grade,Other non-haematological toxicity grade,Other non-haematological toxicity grade (Bortezomib),Bortezomib,protocols/haemato-oncology/plasma-cell/00435-bortezomib-maintenance-14-day.json,encoded rule action component
nccp-00435-v3,00435,Bortezomib Maintenance Therapy – 14 day,bortezomib_hypersensitivity,Hypersensitivity to bortezomib/boron/excipients,Hypersensitivity to bortezomib/boron/excipients,Bortezomib,protocols/haemato-oncology/plasma-cell/00435-bortezomib-maintenance-14-day.json,encoded rule action component
nccp-00601-v3,00601,"Pomalidomide, Bortezomib and Dexamethasone (PVD)",other_non_haematological_toxicity_grade,Other treatment-related non-haematological toxicity,Other treatment-related non-haematological toxicity (Bortezomib),Bortezomib,protocols/haemato-oncology/plasma-cell/00601-pomalidomide-bortezomib-dexamethasone.json,encoded rule action component
nccp-00601-v3,00601,"Pomalidomide, Bortezomib and Dexamethasone (PVD)",severe_skin_reaction_or_angioedema,Severe allergic skin reaction or angioedema,Severe allergic skin reaction or angioedema (Pomalidomide),Pomalidomide,protocols/haemato-oncology/plasma-cell/00601-pomalidomide-bortezomib-dexamethasone.json,encoded rule action component
nccp-00604-v2d,00604,Daratumumab SC Monotherapy,haematological_toxicity_requiring_recovery,Haematological toxicity currently requires recovery before treatment,Haematological toxicity currently requires recovery before treatment (Daratumumab),Daratumumab,protocols/haemato-oncology/plasma-cell/00604-daratumumab-sc-monotherapy.json,encoded rule action component
nccp-00604-v2d,00604,Daratumumab SC Monotherapy,major_irr_history,Previous major daratumumab administration-related reaction,Previous major daratumumab administration-related reaction,Daratumumab,protocols/haemato-oncology/plasma-cell/00604-daratumumab-sc-monotherapy.json,encoded rule action component
nccp-00609-v4,00609,"Daratumumab SC, Bortezomib and Dexamethasone",other_non_haematological_toxicity_grade,Other treatment-related non-haematological toxicity,Other treatment-related non-haematological toxicity (Bortezomib),Bortezomib,protocols/haemato-oncology/plasma-cell/00609-daratumumab-sc-bortezomib-dexamethasone.json,encoded rule action component
nccp-00609-v4,00609,"Daratumumab SC, Bortezomib and Dexamethasone",haematological_toxicity_requiring_recovery,Haematological toxicity currently requires recovery before treatment,Haematological toxicity currently requires recovery before treatment (Daratumumab),Daratumumab,protocols/haemato-oncology/plasma-cell/00609-daratumumab-sc-bortezomib-dexamethasone.json,encoded rule action component
nccp-00609-v4,00609,"Daratumumab SC, Bortezomib and Dexamethasone",major_irr_history,Previous major daratumumab administration-related reaction,Previous major daratumumab administration-related reaction,Daratumumab,protocols/haemato-oncology/plasma-cell/00609-daratumumab-sc-bortezomib-dexamethasone.json,encoded rule action component
nccp-00643-v3,00643,"Bortezomib, Lenalidomide and dexamethasone (RVD) Therapy – 28 day",skin_reaction,Skin/allergic reaction,Skin/allergic reaction (Lenalidomide),Lenalidomide,protocols/haemato-oncology/plasma-cell/00643-rvd-28-day.json,encoded rule action component
nccp-00695-v2,00695,"Daratumumab SC, Weekly Bortezomib and Dexamethasone",other_non_haematological_toxicity_grade,Other treatment-related non-haematological toxicity,Other treatment-related non-haematological toxicity (Bortezomib),Bortezomib,protocols/haemato-oncology/plasma-cell/00695-daratumumab-sc-weekly-bortezomib-dexamethasone.json,encoded rule action component
nccp-00695-v2,00695,"Daratumumab SC, Weekly Bortezomib and Dexamethasone",haematological_toxicity_requiring_recovery,Haematological toxicity currently requires recovery before treatment,Haematological toxicity currently requires recovery before treatment (Daratumumab),Daratumumab,protocols/haemato-oncology/plasma-cell/00695-daratumumab-sc-weekly-bortezomib-dexamethasone.json,encoded rule action component
nccp-00695-v2,00695,"Daratumumab SC, Weekly Bortezomib and Dexamethasone",major_irr_history,Previous major daratumumab administration-related reaction,Previous major daratumumab administration-related reaction,Daratumumab,protocols/haemato-oncology/plasma-cell/00695-daratumumab-sc-weekly-bortezomib-dexamethasone.json,encoded rule action component
nccp-00780-v2,00780,"Bortezomib, Lenalidomide and Dexamethasone (RVD-Lite) Induction",severe_skin_reaction_or_angioedema,Severe allergic skin reaction or angioedema,Severe allergic skin reaction or angioedema (Lenalidomide),Lenalidomide,protocols/haemato-oncology/plasma-cell/00780-rvd-lite-induction.json,encoded rule action component
nccp-00854-v4,00854,"Daratumumab SC, Lenalidomide and Dexamethasone",other_non_haematological_toxicity_grade,Other treatment-related non-haematological toxicity,Other treatment-related non-haematological toxicity (Lenalidomide),Lenalidomide,protocols/haemato-oncology/plasma-cell/00854-daratumumab-sc-lenalidomide-dexamethasone.json,encoded rule action component
nccp-00854-v4,00854,"Daratumumab SC, Lenalidomide and Dexamethasone",severe_skin_reaction_or_angioedema,Severe allergic skin reaction or angioedema,Severe allergic skin reaction or angioedema (Lenalidomide),Lenalidomide,protocols/haemato-oncology/plasma-cell/00854-daratumumab-sc-lenalidomide-dexamethasone.json,encoded rule action component
nccp-00854-v4,00854,"Daratumumab SC, Lenalidomide and Dexamethasone",haematological_toxicity_requiring_recovery,Haematological toxicity currently requires recovery before treatment,Haematological toxicity currently requires recovery before treatment (Daratumumab),Daratumumab,protocols/haemato-oncology/plasma-cell/00854-daratumumab-sc-lenalidomide-dexamethasone.json,encoded rule action component
nccp-00854-v4,00854,"Daratumumab SC, Lenalidomide and Dexamethasone",major_irr_history,Previous major daratumumab administration-related reaction,Previous major daratumumab administration-related reaction,Daratumumab,protocols/haemato-oncology/plasma-cell/00854-daratumumab-sc-lenalidomide-dexamethasone.json,encoded rule action component
nccp-00280-v6,00280,Cisplatin 75 mg/m² and Etoposide 100 mg/m² Therapy – 21 day,neuropathy_grade,Peripheral neuropathy grade,Peripheral neuropathy grade (Cisplatin),Cisplatin,protocols/lung/00280-cisplatin-etoposide.json,encoded rule action component
nccp-00281-v7,00281,Gemcitabine 1250 mg/m² and Cisplatin 75 mg/m² Therapy — 21 day,neuropathy_grade,Peripheral neuropathy grade,Peripheral neuropathy grade (Cisplatin),Cisplatin,protocols/lung/00281-gemcitabine-cisplatin.json,encoded rule action component
nccp-00281-v7,00281,Gemcitabine 1250 mg/m² and Cisplatin 75 mg/m² Therapy — 21 day,pneumonitis_grade,Pneumonitis grade,Pneumonitis grade (Gemcitabine),Gemcitabine,protocols/lung/00281-gemcitabine-cisplatin.json,encoded rule action component
nccp-00281-v7,00281,Gemcitabine 1250 mg/m² and Cisplatin 75 mg/m² Therapy — 21 day,scar_status,Severe cutaneous adverse reaction,Severe cutaneous adverse reaction (Gemcitabine),Gemcitabine,protocols/lung/00281-gemcitabine-cisplatin.json,encoded rule action component
nccp-00304-v8,00304,Carboplatin AUC 6 and Paclitaxel 200 mg/m² Therapy,neuropathy_grade,Motor or sensory neuropathy grade,Motor or sensory neuropathy grade (Paclitaxel),Paclitaxel,protocols/lung/00304-carboplatin-paclitaxel.json,encoded rule action component
nccp-00304-v8,00304,Carboplatin AUC 6 and Paclitaxel 200 mg/m² Therapy,severe_hypersensitivity_reaction,Severe paclitaxel hypersensitivity reaction,Severe paclitaxel hypersensitivity reaction,Paclitaxel,protocols/lung/00304-carboplatin-paclitaxel.json,encoded rule action component
nccp-00655-v3a,00655,Durvalumab 1500 mg Monotherapy – 28 day,hypersensitivity,Relevant drug hypersensitivity,Relevant drug hypersensitivity (Durvalumab),Durvalumab,protocols/lung/00655-durvalumab-maintenance.json,encoded rule action component
nccp-00655-v3a,00655,Durvalumab 1500 mg Monotherapy – 28 day,infection_grade,Infection grade,Infection grade (Durvalumab),Durvalumab,protocols/lung/00655-durvalumab-maintenance.json,encoded rule action component
nccp-00655-v3a,00655,Durvalumab 1500 mg Monotherapy – 28 day,pneumonitis_grade,Immune-mediated pneumonitis / interstitial lung disease grade,Immune-mediated pneumonitis / interstitial lung disease grade (Durvalumab),Durvalumab,protocols/lung/00655-durvalumab-maintenance.json,encoded rule action component
nccp-00655-v3a,00655,Durvalumab 1500 mg Monotherapy – 28 day,diarrhoea_colitis_grade,Immune-mediated diarrhoea / colitis grade,Immune-mediated diarrhoea / colitis grade (Durvalumab),Durvalumab,protocols/lung/00655-durvalumab-maintenance.json,encoded rule action component
nccp-00655-v3a,00655,Durvalumab 1500 mg Monotherapy – 28 day,endocrine_status,Immune-mediated endocrine status,Immune-mediated endocrine status (Durvalumab),Durvalumab,protocols/lung/00655-durvalumab-maintenance.json,encoded rule action component
nccp-00655-v3a,00655,Durvalumab 1500 mg Monotherapy – 28 day,rash_grade,Immune-mediated rash / dermatitis grade,Immune-mediated rash / dermatitis grade (Durvalumab),Durvalumab,protocols/lung/00655-durvalumab-maintenance.json,encoded rule action component
nccp-00655-v3a,00655,Durvalumab 1500 mg Monotherapy – 28 day,rash_grade_2_over_one_week,Grade 2 rash lasting more than one week,Grade 2 rash lasting more than one week (Durvalumab),Durvalumab,protocols/lung/00655-durvalumab-maintenance.json,encoded rule action component
nccp-00655-v3a,00655,Durvalumab 1500 mg Monotherapy – 28 day,myocarditis_grade,Immune-mediated myocarditis grade,Immune-mediated myocarditis grade (Durvalumab),Durvalumab,protocols/lung/00655-durvalumab-maintenance.json,encoded rule action component
nccp-00655-v3a,00655,Durvalumab 1500 mg Monotherapy – 28 day,myositis_grade,Immune-mediated myositis / polymyositis grade,Immune-mediated myositis / polymyositis grade (Durvalumab),Durvalumab,protocols/lung/00655-durvalumab-maintenance.json,encoded rule action component
nccp-00655-v3a,00655,Durvalumab 1500 mg Monotherapy – 28 day,serious_neurological_irae_grade,Serious immune-mediated neurological syndrome grade,Serious immune-mediated neurological syndrome grade (Durvalumab),Durvalumab,protocols/lung/00655-durvalumab-maintenance.json,encoded rule action component
nccp-00655-v3a,00655,Durvalumab 1500 mg Monotherapy – 28 day,infusion_reaction_grade,Infusion-related reaction grade,Infusion-related reaction grade (Durvalumab),Durvalumab,protocols/lung/00655-durvalumab-maintenance.json,encoded rule action component
nccp-00655-v3a,00655,Durvalumab 1500 mg Monotherapy – 28 day,other_immune_toxicity_grade,Other immune-mediated toxicity grade,Other immune-mediated toxicity grade (Durvalumab),Durvalumab,protocols/lung/00655-durvalumab-maintenance.json,encoded rule action component
nccp-00655-v3a,00655,Durvalumab 1500 mg Monotherapy – 28 day,recurrent_grade_3_immune_toxicity,Recurrent grade 3 immune-mediated toxicity,Recurrent grade 3 immune-mediated toxicity (Durvalumab),Durvalumab,protocols/lung/00655-durvalumab-maintenance.json,encoded rule action component
nccp-00655-v3a,00655,Durvalumab 1500 mg Monotherapy – 28 day,other_nonimmune_toxicity_grade,Other non-immune adverse reaction grade,Other non-immune adverse reaction grade (Durvalumab),Durvalumab,protocols/lung/00655-durvalumab-maintenance.json,encoded rule action component
nccp-00689-v4,00689,"Atezolizumab, Carboplatin AUC 5 and Etoposide 100 mg/m² — 21 day",hypersensitivity,Relevant drug hypersensitivity,Relevant drug hypersensitivity (Atezolizumab),Atezolizumab,protocols/lung/00689-atezolizumab-carboplatin-etoposide.json,encoded rule action component
nccp-00689-v4,00689,"Atezolizumab, Carboplatin AUC 5 and Etoposide 100 mg/m² — 21 day",pneumonitis_grade,Immune-mediated pneumonitis / interstitial lung disease grade,Immune-mediated pneumonitis / interstitial lung disease grade (Atezolizumab),Atezolizumab,protocols/lung/00689-atezolizumab-carboplatin-etoposide.json,encoded rule action component
nccp-00689-v4,00689,"Atezolizumab, Carboplatin AUC 5 and Etoposide 100 mg/m² — 21 day",diarrhoea_colitis_grade,Immune-mediated diarrhoea / colitis grade,Immune-mediated diarrhoea / colitis grade (Atezolizumab),Atezolizumab,protocols/lung/00689-atezolizumab-carboplatin-etoposide.json,encoded rule action component
nccp-00689-v4,00689,"Atezolizumab, Carboplatin AUC 5 and Etoposide 100 mg/m² — 21 day",endocrine_status,Immune-mediated endocrine status,Immune-mediated endocrine status (Atezolizumab),Atezolizumab,protocols/lung/00689-atezolizumab-carboplatin-etoposide.json,encoded rule action component
nccp-00689-v4,00689,"Atezolizumab, Carboplatin AUC 5 and Etoposide 100 mg/m² — 21 day",rash_grade,Immune-mediated rash / dermatitis grade,Immune-mediated rash / dermatitis grade (Atezolizumab),Atezolizumab,protocols/lung/00689-atezolizumab-carboplatin-etoposide.json,encoded rule action component
nccp-00689-v4,00689,"Atezolizumab, Carboplatin AUC 5 and Etoposide 100 mg/m² — 21 day",scar_status,Severe cutaneous adverse reaction (SCAR) status,Severe cutaneous adverse reaction (SCAR) status (Atezolizumab),Atezolizumab,protocols/lung/00689-atezolizumab-carboplatin-etoposide.json,encoded rule action component
nccp-00689-v4,00689,"Atezolizumab, Carboplatin AUC 5 and Etoposide 100 mg/m² — 21 day",myocarditis_grade,Immune-mediated myocarditis grade,Immune-mediated myocarditis grade (Atezolizumab),Atezolizumab,protocols/lung/00689-atezolizumab-carboplatin-etoposide.json,encoded rule action component
nccp-00689-v4,00689,"Atezolizumab, Carboplatin AUC 5 and Etoposide 100 mg/m² — 21 day",myositis_grade,Immune-mediated myositis / polymyositis grade,Immune-mediated myositis / polymyositis grade (Atezolizumab),Atezolizumab,protocols/lung/00689-atezolizumab-carboplatin-etoposide.json,encoded rule action component
nccp-00689-v4,00689,"Atezolizumab, Carboplatin AUC 5 and Etoposide 100 mg/m² — 21 day",serious_neurological_irae_grade,Serious immune-mediated neurological syndrome grade,Serious immune-mediated neurological syndrome grade (Atezolizumab),Atezolizumab,protocols/lung/00689-atezolizumab-carboplatin-etoposide.json,encoded rule action component
nccp-00689-v4,00689,"Atezolizumab, Carboplatin AUC 5 and Etoposide 100 mg/m² — 21 day",infusion_reaction_grade,Infusion-related reaction grade,Infusion-related reaction grade (Atezolizumab),Atezolizumab,protocols/lung/00689-atezolizumab-carboplatin-etoposide.json,encoded rule action component
nccp-00689-v4,00689,"Atezolizumab, Carboplatin AUC 5 and Etoposide 100 mg/m² — 21 day",other_immune_toxicity_grade,Other immune-mediated toxicity grade,Other immune-mediated toxicity grade (Atezolizumab),Atezolizumab,protocols/lung/00689-atezolizumab-carboplatin-etoposide.json,encoded rule action component
nccp-00689-v4,00689,"Atezolizumab, Carboplatin AUC 5 and Etoposide 100 mg/m² — 21 day",recurrent_grade_3_immune_toxicity,Recurrent grade 3 immune-mediated toxicity,Recurrent grade 3 immune-mediated toxicity (Atezolizumab),Atezolizumab,protocols/lung/00689-atezolizumab-carboplatin-etoposide.json,encoded rule action component
nccp-00689-v4,00689,"Atezolizumab, Carboplatin AUC 5 and Etoposide 100 mg/m² — 21 day",pancreatitis_grade,Immune-mediated pancreatitis grade,Immune-mediated pancreatitis grade (Atezolizumab),Atezolizumab,protocols/lung/00689-atezolizumab-carboplatin-etoposide.json,encoded rule action component
nccp-00689-v4,00689,"Atezolizumab, Carboplatin AUC 5 and Etoposide 100 mg/m² — 21 day",pericardial_disorder_grade,Immune-mediated pericardial disorder grade,Immune-mediated pericardial disorder grade (Atezolizumab),Atezolizumab,protocols/lung/00689-atezolizumab-carboplatin-etoposide.json,encoded rule action component
nccp-00310-v7,00310,Gemcitabine 1000 mg/m² and Carboplatin AUC 5 Therapy — 21 day,pneumonitis_grade,Pneumonitis grade,Pneumonitis grade (Gemcitabine),Gemcitabine,protocols/lung/00310-gemcitabine-carboplatin.json,encoded rule action component
nccp-00310-v7,00310,Gemcitabine 1000 mg/m² and Carboplatin AUC 5 Therapy — 21 day,scar_status,Severe cutaneous adverse reaction,Severe cutaneous adverse reaction (Gemcitabine),Gemcitabine,protocols/lung/00310-gemcitabine-carboplatin.json,encoded rule action component
nccp-00593-v10a,00593,Atezolizumab 1680 mg Monotherapy – 28 day,hypersensitivity,Relevant drug hypersensitivity,Relevant drug hypersensitivity (Atezolizumab),Atezolizumab,protocols/lung/00593-atezolizumab-maintenance.json,encoded rule action component
nccp-00593-v10a,00593,Atezolizumab 1680 mg Monotherapy – 28 day,pneumonitis_grade,Immune-mediated pneumonitis / interstitial lung disease grade,Immune-mediated pneumonitis / interstitial lung disease grade (Atezolizumab),Atezolizumab,protocols/lung/00593-atezolizumab-maintenance.json,encoded rule action component
nccp-00593-v10a,00593,Atezolizumab 1680 mg Monotherapy – 28 day,diarrhoea_colitis_grade,Immune-mediated diarrhoea / colitis grade,Immune-mediated diarrhoea / colitis grade (Atezolizumab),Atezolizumab,protocols/lung/00593-atezolizumab-maintenance.json,encoded rule action component
nccp-00593-v10a,00593,Atezolizumab 1680 mg Monotherapy – 28 day,endocrine_status,Immune-mediated endocrine status,Immune-mediated endocrine status (Atezolizumab),Atezolizumab,protocols/lung/00593-atezolizumab-maintenance.json,encoded rule action component
nccp-00593-v10a,00593,Atezolizumab 1680 mg Monotherapy – 28 day,rash_grade,Immune-mediated rash / dermatitis grade,Immune-mediated rash / dermatitis grade (Atezolizumab),Atezolizumab,protocols/lung/00593-atezolizumab-maintenance.json,encoded rule action component
nccp-00593-v10a,00593,Atezolizumab 1680 mg Monotherapy – 28 day,scar_status,Severe cutaneous adverse reaction (SCAR) status,Severe cutaneous adverse reaction (SCAR) status (Atezolizumab),Atezolizumab,protocols/lung/00593-atezolizumab-maintenance.json,encoded rule action component
nccp-00593-v10a,00593,Atezolizumab 1680 mg Monotherapy – 28 day,myocarditis_grade,Immune-mediated myocarditis grade,Immune-mediated myocarditis grade (Atezolizumab),Atezolizumab,protocols/lung/00593-atezolizumab-maintenance.json,encoded rule action component
nccp-00593-v10a,00593,Atezolizumab 1680 mg Monotherapy – 28 day,myositis_grade,Immune-mediated myositis / polymyositis grade,Immune-mediated myositis / polymyositis grade (Atezolizumab),Atezolizumab,protocols/lung/00593-atezolizumab-maintenance.json,encoded rule action component
nccp-00593-v10a,00593,Atezolizumab 1680 mg Monotherapy – 28 day,serious_neurological_irae_grade,Serious immune-mediated neurological syndrome grade,Serious immune-mediated neurological syndrome grade (Atezolizumab),Atezolizumab,protocols/lung/00593-atezolizumab-maintenance.json,encoded rule action component
nccp-00593-v10a,00593,Atezolizumab 1680 mg Monotherapy – 28 day,infusion_reaction_grade,Infusion-related reaction grade,Infusion-related reaction grade (Atezolizumab),Atezolizumab,protocols/lung/00593-atezolizumab-maintenance.json,encoded rule action component
nccp-00593-v10a,00593,Atezolizumab 1680 mg Monotherapy – 28 day,other_immune_toxicity_grade,Other immune-mediated toxicity grade,Other immune-mediated toxicity grade (Atezolizumab),Atezolizumab,protocols/lung/00593-atezolizumab-maintenance.json,encoded rule action component
nccp-00593-v10a,00593,Atezolizumab 1680 mg Monotherapy – 28 day,recurrent_grade_3_immune_toxicity,Recurrent grade 3 immune-mediated toxicity,Recurrent grade 3 immune-mediated toxicity (Atezolizumab),Atezolizumab,protocols/lung/00593-atezolizumab-maintenance.json,encoded rule action component
nccp-00593-v10a,00593,Atezolizumab 1680 mg Monotherapy – 28 day,pancreatitis_grade,Immune-mediated pancreatitis grade,Immune-mediated pancreatitis grade (Atezolizumab),Atezolizumab,protocols/lung/00593-atezolizumab-maintenance.json,encoded rule action component
nccp-00593-v10a,00593,Atezolizumab 1680 mg Monotherapy – 28 day,pericardial_disorder_grade,Immune-mediated pericardial disorder grade,Immune-mediated pericardial disorder grade (Atezolizumab),Atezolizumab,protocols/lung/00593-atezolizumab-maintenance.json,encoded rule action component
nccp-00558-v12b,00558,Pembrolizumab 400 mg Monotherapy,hypersensitivity,Relevant pembrolizumab hypersensitivity,Relevant pembrolizumab hypersensitivity,Pembrolizumab,protocols/shared/00558-pembrolizumab-400mg-monotherapy.json,encoded rule action component
nccp-00558-v12b,00558,Pembrolizumab 400 mg Monotherapy,pneumonitis_grade,Immune-mediated pneumonitis grade,Immune-mediated pneumonitis grade (Pembrolizumab),Pembrolizumab,protocols/shared/00558-pembrolizumab-400mg-monotherapy.json,encoded rule action component
nccp-00558-v12b,00558,Pembrolizumab 400 mg Monotherapy,endocrine_status,Immune-mediated endocrine status,Immune-mediated endocrine status (Pembrolizumab),Pembrolizumab,protocols/shared/00558-pembrolizumab-400mg-monotherapy.json,encoded rule action component
nccp-00558-v12b,00558,Pembrolizumab 400 mg Monotherapy,infusion_reaction_grade,Infusion reaction grade,Infusion reaction grade (Pembrolizumab),Pembrolizumab,protocols/shared/00558-pembrolizumab-400mg-monotherapy.json,encoded rule action component
nccp-00742-v3,00742,Lomustine and Bevacizumab 5 mg/kg Therapy,hypersensitivity,Relevant bevacizumab / CHO-product hypersensitivity,Relevant bevacizumab / CHO-product hypersensitivity,Bevacizumab,protocols/neuro-oncology/00742-lomustine-and-bevacizumab-5-mg-kg-therapy.json,encoded rule action component
nccp-00742-v3,00742,Lomustine and Bevacizumab 5 mg/kg Therapy,hypertension_grade,Hypertension grade,Hypertension grade (Bevacizumab),Bevacizumab,protocols/neuro-oncology/00742-lomustine-and-bevacizumab-5-mg-kg-therapy.json,encoded rule action component
nccp-00742-v3,00742,Lomustine and Bevacizumab 5 mg/kg Therapy,fistula_grade,Fistula grade,Fistula grade (Bevacizumab),Bevacizumab,protocols/neuro-oncology/00742-lomustine-and-bevacizumab-5-mg-kg-therapy.json,encoded rule action component
nccp-00742-v3,00742,Lomustine and Bevacizumab 5 mg/kg Therapy,thromboembolic_event_grade,Thromboembolic event grade,Thromboembolic event grade (Bevacizumab),Bevacizumab,protocols/neuro-oncology/00742-lomustine-and-bevacizumab-5-mg-kg-therapy.json,encoded rule action component
nccp-00742-v3,00742,Lomustine and Bevacizumab 5 mg/kg Therapy,haemorrhage_grade,Haemorrhage grade,Haemorrhage grade (Bevacizumab),Bevacizumab,protocols/neuro-oncology/00742-lomustine-and-bevacizumab-5-mg-kg-therapy.json,encoded rule action component
nccp-00804-v2,00804,Lomustine and Bevacizumab 7.5 mg/kg Therapy,hypersensitivity,Relevant bevacizumab / CHO-product hypersensitivity,Relevant bevacizumab / CHO-product hypersensitivity,Bevacizumab,protocols/neuro-oncology/00804-lomustine-and-bevacizumab-7-5-mg-kg-therapy.json,encoded rule action component
nccp-00804-v2,00804,Lomustine and Bevacizumab 7.5 mg/kg Therapy,hypertension_grade,Hypertension grade,Hypertension grade (Bevacizumab),Bevacizumab,protocols/neuro-oncology/00804-lomustine-and-bevacizumab-7-5-mg-kg-therapy.json,encoded rule action component
nccp-00804-v2,00804,Lomustine and Bevacizumab 7.5 mg/kg Therapy,fistula_grade,Fistula grade,Fistula grade (Bevacizumab),Bevacizumab,protocols/neuro-oncology/00804-lomustine-and-bevacizumab-7-5-mg-kg-therapy.json,encoded rule action component
