"code","protocol_id","path","title","in_scope","encoding_maturity","resolution","source_url","organ_inputs","organ_rules","issues"
"00401","nccp-00401-v6","protocols/lung/00401-alectinib-monotherapy.json","Alectinib Monotherapy","true","source_reconciled_rule_encoding","structured_rules","https://healthservice.hse.ie/documents/6910/401_V6_Alectinib.pdf","breastfeeding|alt_ast_uln_multiple|bilirubin_uln_multiple|targeted_renal_band|targeted_hepatic_band","PREGNANCY_BREASTFEEDING|TARGET_HEPATITIS|OF590_00401_ALEC_CHILD_C|OF590_00401_ALEC_LFT_HOLD|OF590_00401_ALEC_LFT_STOP",""
"00414","nccp-00414-vcurrent","protocols/breast/00414-palbociclib.json","Palbociclib Therapy - 28 day","false","not_formally_audited","","https://healthservice.hse.ie/documents/6457/414_v5_Palbociclib_o9nHDn7.pdf","child_pugh|renal_band","CHILDPUGH_C|RENAL_ESRD_REVIEW",""
"00415","nccp-00415-v4","protocols/skin/00415-trametinib-and-dabrafenib-therapy.json","Trametinib and Dabrafenib Therapy","false","not_formally_audited","","https://healthservice.hse.ie/documents/6732/415_v4_Trametinib_and_DabrafenibTherapy.pdf","breastfeeding|alt_ast_uln_multiple|bilirubin_uln_multiple","BREASTFEEDING",""
"00416","nccp-00416-v4","protocols/haemato-oncology/plasma-cell/00416-rvd-21-day.json","Bortezomib, Lenalidomide and dexamethasone (RVD) Therapy – 21 day","false","not_formally_audited","","https://healthservice.hse.ie/documents/6907/416_v4_BortezomibLenDex_RVD.pdf","crcl_ml_min|haemodialysis|bilirubin_ratio_uln","416_RENAL_30_50|416_RENAL_BELOW30_NON_DIALYSIS|416_RENAL_DIALYSIS|416_HEPATIC_BORTEZOMIB",""
"00417","nccp-00417-v7","protocols/head-neck/00417-cetuximab-cisplatin-100-mg-m-and-5-fluorouracil-21-day.json","Cetuximab, Cisplatin 100 mg/m² and 5-Fluorouracil – 21 day","false","not_formally_audited","","https://healthservice.hse.ie/documents/6975/417_Cetux_CIS_5-FU_v7.pdf","alt_ast_uln_multiple|bilirubin_uln_multiple|breastfeeding|cisplatin_crcl_band|bilirubin_umol_l|ast_u_l","CIS_RENAL_50_59|CIS_RENAL_40_49|CIS_RENAL_LOW|5FU_HEPATIC|5FU_AST",""
"00418","nccp-00418-v7","protocols/head-neck/00418-cetuximab-carboplatin-auc-5-and-5-fluorouracil-21-day.json","Cetuximab, Carboplatin AUC 5 and 5-Fluorouracil – 21 day","false","not_formally_audited","","https://healthservice.hse.ie/documents/6976/418_Cetux_Carbo5-FU.pdf","alt_ast_uln_multiple|bilirubin_uln_multiple|breastfeeding|gfr_or_crcl_ml_min|bilirubin_umol_l|ast_u_l","CARBO_GFR_LE20|5FU_HEPATIC|5FU_AST",""
"00419","nccp-00419-v4","protocols/gynaecology/00419-carboplatin-auc-2-weekly-with-radiotherapy.json","Carboplatin AUC 2 Weekly with Radiotherapy","false","not_formally_audited","","https://healthservice.hse.ie/documents/6459/419_v4_CarboAUC2and_RT.pdf","alt_ast_uln_multiple|bilirubin_uln_multiple|gfr_or_crcl_ml_min","CARBO_GFR_LOW",""
"00420","nccp-00420-v4","protocols/sarcoma/00420-doxorubicin-25-mg-m2-day-and-cisplatin-100-mg-m2-therapy-21-day.json","Doxorubicin 25 mg/m²/day and Cisplatin 100 mg/m² Therapy – 21 day","false","not_formally_audited","","https://healthservice.hse.ie/documents/6733/420_V4_DOX25CIS100.pdf","breastfeeding|bilirubin_uln_multiple|cisplatin_renal_band","PREGNANCY_BREASTFEEDING|DOX_BILI_GT4_3|DOX_BILI_GT2_5|DOX_BILI_GT1|CIS_50_59|CIS_40_49|CIS_LT40|CIS_DIALYSIS",""
"00421","nccp-00421-v4","protocols/gastrointestinal/00421-5-fluorouracil-continuous-infusion-and-radiotherapy.json","5-Fluorouracil Continuous Infusion and Radiotherapy","true","source_reconciled_rule_encoding","structured_rules","https://healthservice.hse.ie/documents/6460/421_5-Fluorouracil_and_RT.pdf","breastfeeding|fluorouracil_renal_impairment|fluorouracil_bilirubin_umol_l|fluorouracil_ast_u_l|fluorouracil_hepatic_impairment","PREGNANCY_OR_BREASTFEEDING|OF590_00421_5FU_RENAL_SEVERE|OF590_00421_5FU_BILI_GT85|OF590_00421_5FU_AST_GT180|OF590_00421_5FU_HEP_MOD|OF590_00421_5FU_HEP_SEV",""
"00422","nccp-00422-v5","protocols/gastrointestinal/00422-carboplatin-auc2-and-paclitaxel-50-mg-m2-weekly-with-radiotherapy.json","Carboplatin AUC2 and Paclitaxel 50 mg/m² Weekly with Radiotherapy","false","not_formally_audited","","https://healthservice.hse.ie/documents/6461/422_CarboAUC2_Pacli50_plus_RT.pdf","breastfeeding|crcl_ml_min|alt_ast_uln_multiple|bilirubin_uln_multiple","PREGNANCY_OR_BREASTFEEDING|CARBOPLATIN_LOW_CRCL|TAXANE_LIVER_REVIEW",""
"00423","nccp-00423-vcurrent","protocols/breast/00423-at-doxorubicin-docetaxel.json","Doxorubicin 50 mg/m² and Docetaxel 75 mg/m² (AT 50/75)","false","not_formally_audited","","https://healthservice.hse.ie/documents/6823/423_DOXO_DOCEtaxel_AT_50_75-21day.pdf","","",""
"00427","nccp-00427-v6","protocols/gastrointestinal/00427-roswell-park-modified-5-fluorouracil-and-folinic-acid.json","Roswell Park Modified 5-Fluorouracil and Folinic Acid","true","source_reconciled_rule_encoding","structured_rules","https://healthservice.hse.ie/documents/6466/427_Roswell_Park_Modified.pdf","breastfeeding|fluorouracil_renal_impairment|fluorouracil_bilirubin_umol_l|fluorouracil_ast_u_l|fluorouracil_hepatic_impairment","PREGNANCY_OR_BREASTFEEDING|OF590_00427_5FU_RENAL_SEVERE|OF590_00427_5FU_BILI_GT85|OF590_00427_5FU_AST_GT180|OF590_00427_5FU_HEP_MOD|OF590_00427_5FU_HEP_SEV",""
