code,title,tumour_group,protocol_id,path,nccp_version,published_date,review_date,last_reviewed_date,source_url,source_version_verified,partial_assessment_supported,required_inputs_count,statically_required_field_count,rule_count,input_count,consultant_reviewed,oncology_pharmacy_reviewed,clinical_use_authorised
00239,"EOX: Epirubicin, Oxaliplatin and Capecitabine Therapy",Gastrointestinal,nccp-00239-v8,protocols/gastrointestinal/00239-eox-epirubicin-oxaliplatin-and-capecitabine-therapy.json,8,,,,https://healthservice.hse.ie/documents/6338/239_EOX.pdf,false,true,0,0,18,16,false,false,false
00240,"ECF: Epirubicin, Cisplatin and 5-Fluorouracil Therapy",Gastrointestinal,nccp-00240-v8,protocols/gastrointestinal/00240-ecf-epirubicin-cisplatin-and-5-fluorouracil-therapy.json,8,,,,https://healthservice.hse.ie/documents/6343/240_epiRUBicin_CISplatin_5FU_ECF.pdf,false,true,0,0,18,16,false,false,false
00256,nab-Paclitaxel and Gemcitabine Therapy -28 day,Gastrointestinal,nccp-00256-v7,protocols/gastrointestinal/00256-nab-paclitaxel-gemcitabine.json,7,2016-02-15,2030-04-16,,https://healthservice.hse.ie/documents/6360/256_v7_nab-PACLitaxel_and_Gemcitabine.pdf,false,true,0,0,8,13,false,false,false
00283,Gemcitabine 1000 mg/m² Monotherapy – 56 day,Gastrointestinal,nccp-00283-v6,protocols/gastrointestinal/00283-gemcitabine-1000-mg-m2-monotherapy-56-day.json,6,,,,https://healthservice.hse.ie/documents/8389/283_Gem_Monotherapy_56day.pdf,false,true,0,0,9,9,false,false,false
00321,Capecitabine and Oxaliplatin Therapy (XELOX),Gastrointestinal,nccp-00321-v9,protocols/gastrointestinal/00321-xelox-capox.json,9,2016-06-03,2030-11-11,,https://healthservice.hse.ie/documents/6719/321_v9_XELOX_.pdf,false,true,0,0,32,27,false,false,false
00328,Cetuximab (7 day) and FOLFIRI (14 day) Therapy,Gastrointestinal,nccp-00328-v7,protocols/gastrointestinal/00328-cetuximab-7-day-and-folfiri-14-day-therapy.json,7,,,,https://healthservice.hse.ie/documents/6773/328_Cetuximab_7_days_plus_FOLFIRI_14_Days.pdf,false,true,0,0,18,17,false,false,false
00329,FOLFIRINOX Therapy,Gastrointestinal,nccp-00329-v9,protocols/gastrointestinal/00329-folfirinox.json,9,2016-06-03,2030-05-19,,https://healthservice.hse.ie/documents/6774/329_v9_FOLFIRINOX.pdf,false,true,0,0,42,28,false,false,false
00330,Cetuximab (7 day) and Irinotecan (14 day) Therapy,Gastrointestinal,nccp-00330-v6,protocols/gastrointestinal/00330-cetuximab-7-day-and-irinotecan-14-day-therapy.json,6,,,,https://healthservice.hse.ie/documents/6785/330_v6_Cetuximab_7days_irinotecan_14_day.pdf,false,true,0,0,13,14,false,false,false
00331,Cetuximab (14 day) and Irinotecan (14 day) Therapy,Gastrointestinal,nccp-00331-v7,protocols/gastrointestinal/00331-cetuximab-14-day-and-irinotecan-14-day-therapy.json,7,,,,https://healthservice.hse.ie/documents/6786/331_v7_Cetuximab_14days_irinotecan_14_day.pdf,false,true,0,0,13,14,false,false,false
00344,FLOT Therapy – 14 day,Gastrointestinal,nccp-00344-v9,protocols/gastrointestinal/00344-flot-therapy-14-day.json,9,,,,https://healthservice.hse.ie/documents/6800/344_FLOT_OGsG2fX.pdf,false,true,0,0,17,15,false,false,false
00380,"ECX: Epirubicin, Cisplatin and Capecitabine Therapy",Gastrointestinal,nccp-00380-v6,protocols/gastrointestinal/00380-ecx-epirubicin-cisplatin-and-capecitabine-therapy.json,6,,,,https://healthservice.hse.ie/documents/6345/380_v6_ECX_.pdf,false,true,0,0,19,17,false,false,false
00382,Trifluridine and Tipiracil (Lonsurf®) Therapy,Gastrointestinal,nccp-00382-v3,protocols/gastrointestinal/00382-trifluridine-tipiracil.json,3,2017-02-01,2026-01-06,,https://healthservice.hse.ie/documents/6348/382_v3_trifluridine_and_tipiracil_Lonsurf_therapy.pdf,false,true,0,0,11,15,false,false,false
00383,Gemcitabine 1000 mg/m² and Cisplatin 25 mg/m² – 21 day,Gastrointestinal,nccp-00383-v8,protocols/gastrointestinal/00383-gemcitabine-1000-mg-m2-and-cisplatin-25-mg-m2-21-day.json,8,,,,https://healthservice.hse.ie/documents/6339/383_v8_GemCis25.pdf,false,true,0,0,13,12,false,false,false
00384,Gemcitabine 1000 mg/m² and Capecitabine 650 mg/m² – 21 day,Gastrointestinal,nccp-00384-v7,protocols/gastrointestinal/00384-gemcitabine-1000-mg-m2-and-capecitabine-650-mg-m2-21-day.json,7,,,,https://healthservice.hse.ie/documents/6340/384_v7_Gemcitabine_1000_capecitabine_650_-21day_therapy.pdf,false,true,0,0,15,13,false,false,false
00386,Doxorubicin 60 mg/m² Therapy,Gastrointestinal,nccp-00386-v4,protocols/gastrointestinal/00386-doxorubicin-60-mg-m2-therapy.json,4,,,,https://healthservice.hse.ie/documents/6342/386_v4_DOXO_60mgm2.pdf,false,true,0,0,9,10,false,false,false
00421,5-Fluorouracil Continuous Infusion and Radiotherapy,Gastrointestinal,nccp-00421-v4,protocols/gastrointestinal/00421-5-fluorouracil-continuous-infusion-and-radiotherapy.json,4,,,,https://healthservice.hse.ie/documents/6460/421_5-Fluorouracil_and_RT.pdf,false,true,0,0,12,11,false,false,false
00422,Carboplatin AUC2 and Paclitaxel 50 mg/m² Weekly with Radiotherapy,Gastrointestinal,nccp-00422-v5,protocols/gastrointestinal/00422-carboplatin-auc2-and-paclitaxel-50-mg-m2-weekly-with-radiotherapy.json,5,,,,https://healthservice.hse.ie/documents/6461/422_CarboAUC2_Pacli50_plus_RT.pdf,false,true,0,0,11,13,false,false,false
00427,Roswell Park Modified 5-Fluorouracil and Folinic Acid,Gastrointestinal,nccp-00427-v6,protocols/gastrointestinal/00427-roswell-park-modified-5-fluorouracil-and-folinic-acid.json,6,,,,https://healthservice.hse.ie/documents/6466/427_Roswell_Park_Modified.pdf,false,true,0,0,12,11,false,false,false
00428,QUASAR Modified 5-Fluorouracil and Folinic Acid Weekly,Gastrointestinal,nccp-00428-v6,protocols/gastrointestinal/00428-quasar-modified-5-fluorouracil-and-folinic-acid-weekly.json,6,,,,https://healthservice.hse.ie/documents/6467/428_QUASAR_Modified_5FU_and_Folinic_Acid.pdf,false,true,0,0,12,11,false,false,false
00429,"EOF: Epirubicin, Oxaliplatin and 5-Fluorouracil Therapy",Gastrointestinal,nccp-00429-v7a,protocols/gastrointestinal/00429-eof-epirubicin-oxaliplatin-and-5-fluorouracil-therapy.json,7a,,,,https://healthservice.hse.ie/documents/6468/429_v7a_epiRUBicin_Oxaliplatin_and_5-Fluorouracil_EOF_-21_day.pdf,false,true,0,0,17,15,false,false,false
00446,Bevacizumab 5mg/kg and Modified FOLFOX-6 Therapy -14 day,Gastrointestinal,nccp-00446-v7b,protocols/gastrointestinal/00446-bevacizumab-modified-folfox6.json,7b,2017-10-23,2028-08-10,,https://healthservice.hse.ie/documents/6478/446_v7b_Bevacizumab_5_plus_mFOLFOX-6.pdf,false,true,0,0,38,35,false,false,false
00447,Panitumumab 6mg/kg and Modified FOLFOX-6 Therapy -14 day,Gastrointestinal,nccp-00447-v6b,protocols/gastrointestinal/00447-panitumumab-modified-folfox6.json,6b,2017-10-23,2026-12-21,,https://healthservice.hse.ie/documents/6479/447_v6b_Panitumumab_plus_mFOLFOX-6.pdf,false,true,0,0,35,32,false,false,false
00448,Panitumumab 6mg/kg and FOLFIRI Therapy -14 day,Gastrointestinal,nccp-00448-v4b,protocols/gastrointestinal/00448-panitumumab-folfiri.json,4b,2017-10-23,2026-12-21,,https://healthservice.hse.ie/documents/6480/448_v4b_Panitumumab_plus_FOLFIRI.pdf,false,true,0,0,36,29,false,false,false
00449,Bevacizumab 5mg/kg and FOLFIRI Therapy -14 day,Gastrointestinal,nccp-00449-v6a,protocols/gastrointestinal/00449-bevacizumab-folfiri.json,6a,2017-10-23,2028-08-10,,https://healthservice.hse.ie/documents/6481/449_v6a_Bevacizumab5_FOLFIRI.pdf,false,true,0,0,39,32,false,false,false
00451,"5-Fluorouracil (4 day), Mitomycin and Radiotherapy",Gastrointestinal,nccp-00451-v4c,protocols/gastrointestinal/00451-5-fluorouracil-4-day-mitomycin-and-radiotherapy.json,4c,,,,https://healthservice.hse.ie/documents/6483/451_v4c_Mitomycin_and_5-FU_4day__RT.pdf,false,true,0,0,12,11,false,false,false
00460,Cisplatin 75 mg/m² and 5-Fluorouracil Chemoradiation (Herskovic),Gastrointestinal,nccp-00460-v4,protocols/gastrointestinal/00460-cisplatin-75-mg-m2-and-5-fluorouracil-chemoradiation-herskovic.json,4,,,,https://healthservice.hse.ie/documents/6488/460_v4_Herskovic_Regimen.pdf,false,true,0,0,16,14,false,false,false
00473,Cisplatin and Capecitabine Adjuvant Chemoradiation Therapy,Gastrointestinal,nccp-00473-v6,protocols/gastrointestinal/00473-cisplatin-and-capecitabine-adjuvant-chemoradiation-therapy.json,6,,,,https://healthservice.hse.ie/documents/6492/473_v6_Cisplatin_Capecitabine_Chemoradiation_Therapy.pdf,false,true,0,0,17,15,false,false,false
00486,FLOX Therapy,Gastrointestinal,nccp-00486-v8,protocols/gastrointestinal/00486-flox-therapy.json,8,,,,https://healthservice.hse.ie/documents/6501/486_v8_FLOX.pdf,false,true,0,0,15,13,false,false,false
00502,"Trastuzumab, 5-Fluorouracil and Cisplatin Therapy – 21 day",Gastrointestinal,nccp-00502-v4,protocols/gastrointestinal/00502-trastuzumab-5-fluorouracil-and-cisplatin-therapy-21-day.json,4,,,,https://healthservice.hse.ie/documents/6508/502_v4_Trastuzumab_CISplatin_and_5-Fluorouracil.pdf,false,true,0,0,18,16,false,false,false
00505,Capecitabine and Temozolomide Therapy,Gastrointestinal,nccp-00505-v5,protocols/gastrointestinal/00505-capecitabine-and-temozolomide-therapy.json,5,,,,https://healthservice.hse.ie/documents/6509/505_v5_Capecitabine_and_temozolomide_.pdf,false,true,0,0,13,12,false,false,false
00509,Modified FOLFOX-6 Chemoradiation Therapy – 14 day,Gastrointestinal,nccp-00509-v6,protocols/gastrointestinal/00509-modified-folfox-6-chemoradiation-therapy-14-day.json,6,,,,https://healthservice.hse.ie/documents/6513/509_v6_FOLFOX_6_Modified_Chemoradiation_Therapy.pdf,false,true,0,0,15,13,false,false,false
00515,FOLFIRINOX Modified Therapy,Gastrointestinal,nccp-00515-v7,protocols/gastrointestinal/00515-modified-folfirinox.json,7,2018-10-10,2030-10-31,,https://healthservice.hse.ie/documents/6516/515_v7_FOLFIRINOX_modified.pdf,false,true,0,0,43,31,false,false,false
00521,Gemcitabine 1000 mg/m² and Radiotherapy,Gastrointestinal,nccp-00521-v3,protocols/gastrointestinal/00521-gemcitabine-1000-mg-m2-and-radiotherapy.json,3,,,,https://healthservice.hse.ie/documents/6518/521_Gemcitabine_1000_and_RT_lz7Y1pW.pdf,false,true,0,0,9,9,false,false,false
00522,Gemcitabine 400 mg/m² and Radiotherapy,Gastrointestinal,nccp-00522-v4,protocols/gastrointestinal/00522-gemcitabine-400-mg-m2-and-radiotherapy.json,4,,,,https://healthservice.hse.ie/documents/6519/522_v4_Gemcitabine_400_and_RT.pdf,false,true,0,0,9,9,false,false,false
00523,Capecitabine and Radiotherapy – 7 day,Gastrointestinal,nccp-00523-v5,protocols/gastrointestinal/00523-capecitabine-and-radiotherapy-7-day.json,5,,,,https://healthservice.hse.ie/documents/6520/523_v5_Capecitabine_and_RT.pdf,false,true,0,0,13,12,false,false,false
00524,Gemcitabine 1000 mg/m² and Capecitabine 830 mg/m² – 28 day,Gastrointestinal,nccp-00524-v5,protocols/gastrointestinal/00524-gemcitabine-1000-mg-m2-and-capecitabine-830-mg-m2-28-day.json,5,,,,https://healthservice.hse.ie/documents/6521/524_v5_Gemcitabine_and_capecitabine-28_day.pdf,false,true,0,0,15,13,false,false,false
00555,FOLFOXIRI Therapy,Gastrointestinal,nccp-00555-v6b,protocols/gastrointestinal/00555-folfoxiri.json,6b,2019-03-22,2026-03-10,,https://healthservice.hse.ie/documents/6386/555_v6b_FOLFOXIRI_therapy.pdf,false,true,0,0,14,28,false,false,false
00559,Gemcitabine 600 mg/m² and Radiotherapy,Gastrointestinal,nccp-00559-v3,protocols/gastrointestinal/00559-gemcitabine-600-mg-m2-and-radiotherapy.json,3,,,,https://healthservice.hse.ie/documents/6390/559_v3_Gemcitabine_600_and_RT.pdf,false,true,0,0,9,9,false,false,false
00585,Cetuximab (14 day) and FOLFIRI (14 day) Therapy,Gastrointestinal,nccp-00585-v5b,protocols/gastrointestinal/00585-cetuximab-14-day-and-folfiri-14-day-therapy.json,5b,,,,https://healthservice.hse.ie/documents/6395/585_v5b_Cetuximab_14_days_FOLFIRI.pdf,false,true,0,0,18,17,false,false,false
00586,Capecitabine 825 mg/m² and Radiotherapy – 7 day,Gastrointestinal,nccp-00586-v3,protocols/gastrointestinal/00586-capecitabine-825-mg-m2-and-radiotherapy-7-day.json,3,,,,https://healthservice.hse.ie/documents/6396/586_v3_Capecitabine_825_and_RT.pdf,false,true,0,0,13,12,false,false,false
00594,"Cisplatin, 5-Fluorouracil and Radiation Therapy",Gastrointestinal,nccp-00594-v3b,protocols/gastrointestinal/00594-cisplatin-5-fluorouracil-and-radiation-therapy.json,3b,,,,https://healthservice.hse.ie/documents/6400/594_v3b_CISplatin_5-Fluorouracil_Chemoradiation_Therapy.pdf,false,true,0,0,16,14,false,false,false
00623,Bevacizumab 7.5 mg/kg and Capecitabine 1250 mg/m² Therapy,Gastrointestinal,nccp-00623-v3a,protocols/gastrointestinal/00623-bevacizumab-7-5-mg-kg-and-capecitabine-1250-mg-m2-therapy.json,3a,,,,https://healthservice.hse.ie/documents/6686/623_v3a_Bevacizumab_Capecitabine.pdf,false,true,0,0,18,18,false,false,false
00644,Lenvatinib Therapy – HCC,Gastrointestinal,nccp-00644-v2,protocols/gastrointestinal/00644-lenvatinib-therapy-hcc.json,2,,,,https://healthservice.hse.ie/documents/6682/644_v2_Lenvatinib-HCC_Therapy.pdf,false,true,0,0,11,13,false,false,false
00654,Irinotecan 150 mg/m² Monotherapy – 28 day,Gastrointestinal,nccp-00654-v2,protocols/gastrointestinal/00654-irinotecan-150-mg-m2-monotherapy-28-day.json,2,,,,https://healthservice.hse.ie/documents/6681/654_v2_Irinotecan_150mg.m2_monotherapy-28day.pdf,false,true,0,0,10,11,false,false,false
00660,5-Fluorouracil and Folinic Acid Therapy - 14 day,Gastrointestinal,nccp-00660-v2b,protocols/gastrointestinal/00660-5fu-folinic-acid.json,2b,2021-06-21,2028-08-08,,https://healthservice.hse.ie/documents/6679/660_v2b_5FU_Folinic_acid.pdf,false,true,0,0,15,21,false,false,false
00691,FOLFIRINOX Therapy – Rectal Carcinoma,Gastrointestinal,nccp-00691-v4,protocols/gastrointestinal/00691-folfirinox-therapy-rectal-carcinoma.json,4,,,,https://healthservice.hse.ie/documents/6531/691_v4_Folfirinox_Rectal_carcinoma.pdf,false,true,0,0,18,16,false,false,false
00692,Cetuximab and FOLFOX-4 Therapy,Gastrointestinal,nccp-00692-v2,protocols/gastrointestinal/00692-cetuximab-and-folfox-4-therapy.json,2,,,,https://healthservice.hse.ie/documents/6532/692_v2_Cetuximab_FOLFOX4.pdf,false,true,0,0,18,16,false,false,false
00704,Trastuzumab and FOLFOX-6 Modified Therapy -14 day,Gastrointestinal,nccp-00704-v3a,protocols/gastrointestinal/00704-trastuzumab-modified-folfox6.json,3a,2022-03-23,2029-01-17,,https://healthservice.hse.ie/documents/6534/704_v3a_Trastuzumab_FOLFOX6_Modified.pdf,false,true,0,0,34,32,false,false,false
00727,Mitomycin and Capecitabine Chemoradiation Therapy,Gastrointestinal,nccp-00727-v2b,protocols/gastrointestinal/00727-mitomycin-and-capecitabine-chemoradiation-therapy.json,2b,,,,https://healthservice.hse.ie/documents/6600/727_v2b_Mitomycin_Capecitabine.pdf,false,true,0,0,13,12,false,false,false
00732,Cetuximab Therapy – 14 days,Gastrointestinal,nccp-00732-v2,protocols/gastrointestinal/00732-cetuximab-therapy-14-days.json,2,,,,https://healthservice.hse.ie/documents/6602/732_v2_Cetuximab_14day.pdf,false,true,0,0,6,7,false,false,false
00733,Cetuximab and modified FOLFOX-6 Therapy,Gastrointestinal,nccp-00733-v2a,protocols/gastrointestinal/00733-cetuximab-and-modified-folfox-6-therapy.json,2a,,,,https://healthservice.hse.ie/documents/6603/733_v2a_Cetuximab_FOLFOX_6.pdf,false,true,0,0,18,16,false,false,false
00739,"Pembrolizumab, Cisplatin and 5-Fluorouracil Infusional Therapy",Gastrointestinal,nccp-00739-v2a,protocols/gastrointestinal/00739-pembrolizumab-cisplatin-and-5-fluorouracil-infusional-therapy.json,2a,,,,https://healthservice.hse.ie/documents/6622/739_v2a_Pembrolizumab200_CISplatin_5-FU.pdf,false,true,0,0,27,26,false,false,false
00783,Bevacizumab 5 mg/kg and FOLFOXIRI Therapy – 14 day,Gastrointestinal,nccp-00783-v2a,protocols/gastrointestinal/00783-bevacizumab-5-mg-kg-and-folfoxiri-therapy-14-day.json,2a,,,,https://healthservice.hse.ie/documents/6660/783_v2a_Bev_5_FOLFOXIRI_therapy.pdf,false,true,0,0,23,22,false,false,false
00791,"Bevacizumab 5 mg/kg, 5-Fluorouracil and Folinic Acid Therapy – 14 day",Gastrointestinal,nccp-00791-v2,protocols/gastrointestinal/00791-bevacizumab-5-mg-kg-5-fluorouracil-and-folinic-acid-therapy-14-day.json,2,,,,https://healthservice.hse.ie/documents/6416/791_v2_Bevacizumab_5mgkg_5FU.pdf,false,true,0,0,17,17,false,false,false
00816,"Nivolumab 14 day, Cisplatin and 5-Fluorouracil Therapy",Gastrointestinal,nccp-00816-v3,protocols/gastrointestinal/00816-nivolumab-14-day-cisplatin-and-5-fluorouracil-therapy.json,3,,,,https://healthservice.hse.ie/documents/6428/816_Nivolumab_14-Day_Cisplatin_5FU.pdf,false,true,0,0,27,26,false,false,false
00831,Atezolizumab and Bevacizumab Therapy,Gastrointestinal,nccp-00831-v2a,protocols/gastrointestinal/00831-atezolizumab-bevacizumab-hcc.json,2a,2024-02-19,2029-12-09,,https://healthservice.hse.ie/documents/6432/831_v2a_Atezolizumab_Bevacizumab_Therapy.pdf,false,true,0,0,48,47,false,false,false
00832,"Nivolumab 28 day, Cisplatin and 5-Fluorouracil Therapy",Gastrointestinal,nccp-00832-v3,protocols/gastrointestinal/00832-nivolumab-28-day-cisplatin-and-5-fluorouracil-therapy.json,3,,,,https://healthservice.hse.ie/documents/6433/832_Nivolumab_28-day_Cisplatin_5FU_.pdf,false,true,0,0,27,26,false,false,false
00839,Pembrolizumab and Modified FOLFOX-6 Therapy,Gastrointestinal,nccp-00839-v2a,protocols/gastrointestinal/00839-pembrolizumab-and-modified-folfox-6-therapy.json,2a,,,,https://healthservice.hse.ie/documents/6440/839_v2a_Pembrolizumab_FOLFOX.pdf,false,true,0,0,26,25,false,false,false
00843,Nivolumab and XELOX Therapy,Gastrointestinal,nccp-00843-v2a,protocols/gastrointestinal/00843-nivolumab-xelox.json,2a,2024-08-13,2030-04-16,,https://healthservice.hse.ie/documents/6444/843_Nivolumab_and_XELOX.pdf,false,true,0,0,67,55,false,false,false
00844,Nivolumab and FOLFOX-6 Modified Therapy,Gastrointestinal,nccp-00844-v4a,protocols/gastrointestinal/00844-nivolumab-modified-folfox6.json,4a,2023-09-27,2029-08-13,,https://healthservice.hse.ie/documents/6445/844_Nivolumab_FOLFOX6_.pdf,false,true,0,0,67,57,false,false,false
00889,Pemigatinib Therapy,Gastrointestinal,nccp-00889-v1a,protocols/gastrointestinal/00889-pemigatinib-therapy.json,1a,,,,https://healthservice.hse.ie/documents/6647/889_v1a_Pemigatinib.pdf,false,true,0,0,7,8,false,false,false
00890,Fruquintinib Monotherapy,Gastrointestinal,nccp-00890-v2,protocols/gastrointestinal/00890-fruquintinib-monotherapy.json,2,,,,https://healthservice.hse.ie/documents/6648/890_v2_Fruquintinib.pdf,false,true,0,0,11,13,false,false,false
00897,"Durvalumab 1500 mg, Gemcitabine 1000 mg/m² and Cisplatin 25 mg/m² Therapy",Gastrointestinal,nccp-00897-v3,protocols/gastrointestinal/00897-durvalumab-gemcitabine-cisplatin.json,3,2025-02-20,2026-02-20,,https://healthservice.hse.ie/documents/6652/897_v3_Durvalumab_Gem_Cis.pdf,false,true,0,0,43,42,false,false,false
00900,Nivolumab 240 mg and Ipilimumab 1 mg/kg Therapy,Gastrointestinal,nccp-00900-v1a,protocols/gastrointestinal/00900-nivolumab-240-mg-and-ipilimumab-1-mg-kg-therapy.json,1a,,,,https://healthservice.hse.ie/documents/6653/900_v1a_Nivolumab_240mg_ipilimumab_1mgkg_.pdf,false,true,0,0,14,16,false,false,false
00901,Ivosidenib Therapy,Gastrointestinal,nccp-00901-v1a,protocols/gastrointestinal/00901-ivosidenib-therapy.json,1a,,,,https://healthservice.hse.ie/documents/6654/901_v1a_Ivosidenib.pdf,false,true,0,0,7,8,false,false,false
00924,Tislelizumab and CAPOX Therapy,Gastrointestinal,nccp-00924-v1,protocols/gastrointestinal/00924-tislelizumab-and-capox-therapy.json,1,,,,https://healthservice.hse.ie/documents/7463/00924_Tislelizumab_and_CAPOX.pdf,false,true,0,0,27,26,false,false,false
00925,Tislelizumab and Modified FOLFOX-6 Therapy,Gastrointestinal,nccp-00925-v1,protocols/gastrointestinal/00925-tislelizumab-and-modified-folfox-6-therapy.json,1,,,,https://healthservice.hse.ie/documents/7462/Tislelizumab_and_FOLFOX-6_Modified_Therapy.pdf,false,true,0,0,26,25,false,false,false
00926,Tremelimumab and Durvalumab Therapy,Gastrointestinal,nccp-00926-v1,protocols/gastrointestinal/00926-tremelimumab-durvalumab.json,1,2026-03-10,2027-03-10,,https://healthservice.hse.ie/documents/7979/926_NCCP_Regimen_Tremelimumab_and_Durvalumab.pdf,false,true,0,0,37,37,false,false,false
00294,Sorafenib Therapy,Gastrointestinal,nccp-00294-v4,protocols/gastrointestinal/00294-sorafenib-therapy.json,4,,,,https://healthservice.hse.ie/documents/6704/294_v4_SORAfenib.pdf,false,true,0,0,11,13,false,false,false
00320,Everolimus Monotherapy,Gastrointestinal,nccp-00320-v6,protocols/shared/00320-everolimus-monotherapy.json,6,,,,https://healthservice.hse.ie/documents/6718/320_Everolimus.pdf,false,true,0,0,8,9,false,false,false
00551,Nivolumab 3 mg/kg with Ipilimumab 1 mg/kg Therapy,Gastrointestinal,nccp-00551-v7,protocols/shared/00551-nivolumab-3-mg-kg-with-ipilimumab-1-mg-kg-therapy.json,7,,,,https://healthservice.hse.ie/documents/6385/551_Nivolumab_3mgkg_Ipilimumab_1mgk.pdf,false,true,0,0,14,16,false,false,false
00207,Cetuximab Therapy – 7 days,Gastrointestinal,nccp-00207-v5,protocols/gastrointestinal/00207-cetuximab-therapy-7-days.json,5,,,,https://healthservice.hse.ie/documents/6548/207_v5_Cetuximab_7day.pdf,false,true,0,0,6,7,false,false,false
00214,Bevacizumab 7.5 mg/kg – 21 days,,nccp-00214-v8,protocols/shared/00214-bevacizumab-7-5-mg-kg-21-days.json,8,,,,https://healthservice.hse.ie/documents/6554/214_Bevacizumab_7.5.pdf,false,true,0,0,8,10,false,false,false
00284,Gemcitabine 1000 mg/m² Monotherapy – 28 day,,nccp-00284-v5,protocols/shared/00284-gemcitabine-1000-mg-m2-monotherapy-28-day.json,5,,,,https://healthservice.hse.ie/documents/6699/284_v5_Gemcitabine_Monotherapy_28_day.pdf,false,true,0,0,9,9,false,false,false
00483,Nivolumab Monotherapy – 14 day,Gastrointestinal,nccp-00483-v13a,protocols/shared/00483-nivolumab-monotherapy-14-day.json,13a,,,,https://healthservice.hse.ie/documents/6498/483_Nivolumab_14-day_.pdf,false,true,0,0,14,17,false,false,false
00484,Nivolumab Monotherapy – 28 day,Gastrointestinal,nccp-00484-v13a,protocols/shared/00484-nivolumab-monotherapy-28-day.json,13a,,,,https://healthservice.hse.ie/documents/6499/484_Nivolumab_28-day_.pdf,false,true,0,0,14,17,false,false,false
00215,Bevacizumab 15 mg/kg Therapy — 21 days,Gastrointestinal,nccp-00215-v7,protocols/shared/00215-bevacizumab-15mgkg.json,7,2015-06-12,2021-04-28,,https://healthservice.hse.ie/documents/6555/00215_Bevacizumab_15_knZhA52.pdf,false,true,0,0,22,24,false,false,false
00455,Pembrolizumab 200 mg Monotherapy,Gastrointestinal,nccp-00455-v15b,protocols/shared/00455-pembrolizumab-200-mg-monotherapy.json,15b,,,,https://healthservice.hse.ie/documents/6903/455_V15b__Pembrolizumab_200mg_Monotherapy.pdf,false,true,0,0,14,17,false,false,false
00642,Lutetium-177 Oxodotreotide (Lutathera) Therapy,Gastrointestinal,nccp-00642-v2,protocols/gastrointestinal/00642-lutetium-177-oxodotreotide-lutathera-therapy.json,2,,,,https://healthservice.hse.ie/documents/6683/642_v2_Lutetium_Lu177_oxodotretide.pdf,false,true,0,0,7,6,false,false,false
00244,Regorafenib Monotherapy,,nccp-00244-v5,protocols/gastrointestinal/00244-regorafenib.json,5,2015-10-01,2030-03-25,,https://healthservice.hse.ie/documents/6347/244_v5_Regorafenib_Monotherapy.pdf,false,true,0,0,13,13,false,false,false
00101,Cabazitaxel and Prednisolone Therapy,Genitourinary,nccp-00101-v8,protocols/genitourinary/00101-cabazitaxel-prednisolone.json,8,,,,https://healthservice.hse.ie/documents/6536/108_cabazitaxel_and_prednisoLONE.pdf,false,true,0,0,12,9,false,false,false
00103,Abiraterone and prednisolone Therapy (mCRPC),Genitourinary,nccp-00103-v9,protocols/genitourinary/00103-abiraterone-prednisolone-mcrpc.json,9,,,,https://healthservice.hse.ie/documents/6537/103_v9_Abiraterone_and_prednisoLONE_Therapy.pdf,false,true,0,0,15,14,false,false,false
00104,Axitinib Monotherapy,Genitourinary,nccp-00104-v6,protocols/genitourinary/00104-axitinib-monotherapy.json,6,,,,https://healthservice.hse.ie/documents/6538/104_Axitinib_Monotherapy.pdf,false,true,0,0,9,12,false,false,false
00233,Enzalutamide Monotherapy,Genitourinary,nccp-00233-v7,protocols/genitourinary/00233-enzalutamide.json,7,,,,https://healthservice.hse.ie/documents/6332/233_v7_Enzalutamide_Monotherapy.pdf,false,true,0,0,6,6,false,false,false
00257,Radium-223 Therapy,Genitourinary,nccp-00257-v8,protocols/genitourinary/00257-radium-223.json,8,,,,https://healthservice.hse.ie/documents/6361/257_v8_Radium_223.pdf,false,true,0,0,14,12,false,false,false
00282,Gemcitabine and Cisplatin 70 mg/m² – 28 day,Genitourinary,nccp-00282-v5,protocols/genitourinary/00282-gemcitabine-and-cisplatin-70-mg-m-28-day.json,5,,,,https://healthservice.hse.ie/documents/6454/282_v5_GemCis_70_28days.pdf,false,true,0,0,11,13,false,false,false
00313,Docetaxel Monotherapy 50 mg/m² – 14 day cycle,Genitourinary,nccp-00313-v5,protocols/genitourinary/00313-docetaxel-50-q14d.json,5,,,,https://healthservice.hse.ie/documents/6716/313_v5_Docetaxel_50-14day.pdf,false,true,0,0,10,8,false,false,false
00326,Temsirolimus Therapy,Genitourinary,nccp-00326-v4,protocols/genitourinary/00326-temsirolimus-therapy.json,4,,,,https://healthservice.hse.ie/documents/6772/326_v4_Temsirolimus.pdf,false,true,0,0,5,10,false,false,false
00333,"Dose-dense Methotrexate, Vinblastine, Doxorubicin and Cisplatin (MVAC) – 14 day",Genitourinary,nccp-00333-v5a,protocols/genitourinary/00333-dose-dense-methotrexate-vinblastine-doxorubicin-and-cisplatin-mvac-14-day.json,5a,,,,https://healthservice.hse.ie/documents/6787/333_v5a_MVAC_14_day.pdf,false,true,0,0,11,13,false,false,false
