path,protocol_id,title,counts,renal,hepatic,endocrine,context,toxicity,candidate_fields
"protocols/lung/00222-pemetrexed-monotherapy.json","nccp-00222-v5","Pemetrexed Monotherapy",4,0,0,0,1,3,8
"protocols/lung/00243-crizotinib-monotherapy.json","nccp-00243-v7","Crizotinib Monotherapy",2,0,2,0,1,3,8
"protocols/lung/00271-carboplatin-etoposide.json","nccp-00271-v7","Carboplatin AUC 5 and Etoposide 100 mg/m² Therapy – 21 day",3,1,2,0,1,3,10
"protocols/lung/00280-cisplatin-etoposide.json","nccp-00280-v6","Cisplatin 75 mg/m² and Etoposide 100 mg/m² Therapy – 21 day",3,1,2,0,1,3,10
"protocols/lung/00281-gemcitabine-cisplatin.json","nccp-00281-v7","Gemcitabine 1250 mg/m² and Cisplatin 75 mg/m² Therapy — 21 day",4,1,1,0,2,3,11
"protocols/lung/00304-carboplatin-paclitaxel.json","nccp-00304-v8","Carboplatin AUC 6 and Paclitaxel 200 mg/m² Therapy",3,1,1,0,1,4,10
"protocols/lung/00309-weekly-carboplatin-auc2-and-paclitaxel-50-mg-m2-with-radiotherapy.json","nccp-00309-v6","Weekly Carboplatin AUC2 and Paclitaxel 50 mg/m² with Radiotherapy",4,1,2,0,1,3,11
"protocols/lung/00310-gemcitabine-carboplatin.json","nccp-00310-v7","Gemcitabine 1000 mg/m² and Carboplatin AUC 5 Therapy — 21 day",3,1,1,0,2,2,9
"protocols/lung/00317-pemetrexed-cisplatin.json","nccp-00317-v7","Pemetrexed 500 mg/m² and Cisplatin 75 mg/m² Therapy",5,1,0,0,1,7,14
"protocols/lung/00318-pemetrexed-and-carboplatin-therapy.json","nccp-00318-v6","Pemetrexed and Carboplatin Therapy",4,1,0,0,1,3,9
"protocols/lung/00319-carboplatin-and-oral-etoposide-therapy-21-day.json","nccp-00319-v5","Carboplatin and Oral Etoposide Therapy – 21 day",4,1,1,0,1,1,8
"protocols/lung/00339-vinorelbine-days-1-8-15-and-cisplatin-day-1-21-day.json","nccp-00339-v7","Vinorelbine Days 1, 8, 15 and Cisplatin Day 1 – 21 day",4,0,2,0,1,3,10
"protocols/lung/00340-ceritinib-monotherapy.json","nccp-00340-v4","Ceritinib Monotherapy",2,0,2,0,1,3,8
"protocols/lung/00343-vinorelbine-and-cisplatin-therapy-28-day.json","nccp-00343-v7","Vinorelbine and Cisplatin Therapy – 28 day",4,0,2,0,1,3,10
"protocols/lung/00353-osimertinib-monotherapy.json","nccp-00353-v5","Osimertinib Monotherapy",2,0,2,0,1,3,8
"protocols/lung/00372-nintedanib-therapy-with-docetaxel.json","nccp-00372-v6","Nintedanib Therapy with Docetaxel",4,0,2,0,1,5,12
"protocols/lung/00388-oral-etoposide-therapy.json","nccp-00388-v3","Oral Etoposide Therapy",4,0,1,0,1,1,7
"protocols/lung/00401-alectinib-monotherapy.json","nccp-00401-v6","Alectinib Monotherapy",2,0,2,0,1,3,8
"protocols/lung/00456-cisplatin-50-mg-m2-etoposide-50-mg-m2-and-thoracic-radiotherapy-28-day.json","nccp-00456-v4","Cisplatin 50 mg/m², Etoposide 50 mg/m² and Thoracic Radiotherapy – 28 day",4,0,1,0,1,2,8
"protocols/lung/00544-atezolizumab-1200-mg-monotherapy-21-day.json","nccp-00544-v14","Atezolizumab 1200 mg Monotherapy – 21 day",2,1,2,6,1,4,16
"protocols/lung/00561-carboplatin-auc3-etoposide-50-mg-m2-and-thoracic-radiotherapy-28-day.json","nccp-00561-v4","Carboplatin AUC3, Etoposide 50 mg/m² and Thoracic Radiotherapy – 28 day",4,1,1,0,1,1,8
"protocols/lung/00562-brigatinib-therapy.json","nccp-00562-v3","Brigatinib Therapy",2,0,2,0,1,3,8
"protocols/lung/00565-dacomitinib-monotherapy.json","nccp-00565-v3","Dacomitinib Monotherapy",2,0,2,0,1,3,8
"protocols/lung/00568-pembrolizumab-pemetrexed-and-carboplatin-auc5-therapy.json","nccp-00568-v5","Pembrolizumab, Pemetrexed and Carboplatin AUC5 Therapy",4,2,2,6,1,7,22
"protocols/lung/00569-pembrolizumab-pemetrexed-and-cisplatin-therapy.json","nccp-00569-v5","Pembrolizumab, Pemetrexed and Cisplatin Therapy",4,1,2,6,1,8,22
"protocols/lung/00570-lorlatinib-therapy.json","nccp-00570-v3","Lorlatinib Therapy",2,0,2,0,1,5,10
"protocols/lung/00576-durvalumab-monotherapy-10-mg-kg-14-day.json","nccp-00576-v5","Durvalumab Monotherapy 10 mg/kg – 14 day",2,1,2,6,1,4,16
"protocols/lung/00579-pembrolizumab-paclitaxel-and-carboplatin-auc6-therapy.json","nccp-00579-v5a","Pembrolizumab, Paclitaxel and Carboplatin AUC6 Therapy",4,2,2,6,1,6,21
"protocols/lung/00587-topotecan-oral-monotherapy.json","nccp-00587-v2","Topotecan Oral Monotherapy",4,0,0,0,1,1,6
"protocols/lung/00593-atezolizumab-maintenance.json","nccp-00593-v10a","Atezolizumab 1680 mg Monotherapy – 28 day",2,1,2,6,1,14,26
"protocols/lung/00614-carboplatin-and-vinorelbine-therapy-21-day.json","nccp-00614-v4","Carboplatin and Vinorelbine Therapy – 21 day",4,1,2,0,1,3,11
"protocols/lung/00655-durvalumab-maintenance.json","nccp-00655-v3a","Durvalumab 1500 mg Monotherapy – 28 day",1,1,2,6,1,12,23
"protocols/lung/00689-atezolizumab-carboplatin-etoposide.json","nccp-00689-v4","Atezolizumab, Carboplatin AUC 5 and Etoposide 100 mg/m² — 21 day",5,3,3,6,1,14,32
"protocols/lung/00702-entrectinib-monotherapy-adult.json","nccp-00702-v2","Entrectinib Monotherapy – Adult",2,0,2,0,1,3,8
"protocols/lung/00712-nivolumab-ipilimumab-carboplatin-and-paclitaxel-therapy.json","nccp-00712-v3a","Nivolumab, Ipilimumab, Carboplatin and Paclitaxel Therapy",4,2,2,6,1,6,21
"protocols/lung/00713-nivolumab-ipilimumab-pemetrexed-and-carboplatin-therapy.json","nccp-00713-v4","Nivolumab, Ipilimumab, Pemetrexed and Carboplatin Therapy",4,2,2,6,1,7,22
"protocols/lung/00714-nivolumab-ipilimumab-pemetrexed-and-cisplatin-therapy.json","nccp-00714-v4","Nivolumab, Ipilimumab, Pemetrexed and Cisplatin Therapy",4,1,2,6,1,8,22
"protocols/lung/00792-nivolumab-360-mg-and-ipilimumab-1-mg-kg-therapy.json","nccp-00792-v2","Nivolumab 360 mg and Ipilimumab 1 mg/kg Therapy",2,1,2,6,1,4,16
"protocols/lung/00823-tepotinib-therapy.json","nccp-00823-v2","Tepotinib Therapy",2,0,2,0,1,4,9
"protocols/lung/00849-nivolumab-360-mg-and-platinum-based-chemotherapy.json","nccp-00849-v2","Nivolumab 360 mg and Platinum-Based Chemotherapy",4,1,2,6,1,5,19
"protocols/lung/00908-serplulimab-carboplatin-auc5-and-etoposide-100-mg-m2-21-day.json","nccp-00908-v1a","Serplulimab, Carboplatin AUC5 and Etoposide 100 mg/m² – 21 day",4,2,2,6,1,5,20
"protocols/neuro-oncology/00334-temozolomide-with-radiotherapy-and-adjuvant-therapy.json","nccp-00334-v4","Temozolomide with Radiotherapy and Adjuvant Therapy",4,0,0,0,2,7,13
"protocols/neuro-oncology/00342-temozolomide-recurrent-therapy.json","nccp-00342-v4","Temozolomide Recurrent Therapy",4,0,0,0,2,7,13
"protocols/neuro-oncology/00379-procarbazine-lomustine-and-vincristine-pcv-therapy-42-day.json","nccp-00379-v4","Procarbazine, Lomustine and Vincristine (PCV) Therapy – 42 Day",6,0,2,0,1,5,14
"protocols/neuro-oncology/00461-temozolomide-with-radiotherapy-and-adjuvant-therapy-patients-greater-than-65-years.json","nccp-00461-v3","Temozolomide with Radiotherapy and Adjuvant Therapy – Patients Greater Than 65 Years",4,0,0,0,1,6,11
"protocols/neuro-oncology/00658-procarbazine-lomustine-and-vincristine-pcv-therapy-56-day.json","nccp-00658-v2","Procarbazine, Lomustine and Vincristine (PCV) Therapy – 56 Day",6,0,2,0,1,5,14
"protocols/neuro-oncology/00742-lomustine-and-bevacizumab-5-mg-kg-therapy.json","nccp-00742-v3","Lomustine and Bevacizumab 5 mg/kg Therapy",4,0,0,0,1,6,11
"protocols/neuro-oncology/00804-lomustine-and-bevacizumab-7-5-mg-kg-therapy.json","nccp-00804-v2","Lomustine and Bevacizumab 7.5 mg/kg Therapy",4,0,0,0,1,6,11
"protocols/neuro-oncology/00805-lomustine-130-mg-m2-therapy.json","nccp-00805-v2","Lomustine 130 mg/m² Therapy",4,0,0,0,1,2,7
"protocols/neuro-oncology/00806-cisplatin-lomustine-and-vincristine-clv-therapy.json","nccp-00806-v2","Cisplatin, Lomustine and Vincristine (CLV) Therapy",4,0,1,0,1,2,8
"protocols/neuro-oncology/00813-bevacizumab-5-mg-kg-monotherapy-14-day.json","nccp-00813-v2","Bevacizumab 5 mg/kg Monotherapy – 14 Day",3,0,0,0,1,4,8
"protocols/neuroendocrine/00327-sunitinib-37-5-mg-therapy-28-day.json","nccp-00327-v5","Sunitinib 37.5 mg Therapy – 28 day",5,0,0,0,1,2,8
"protocols/package.json","","",0,0,0,0,0,0,0
"protocols/protocol-schema.json","","",0,0,0,0,0,0,0
"protocols/sarcoma/00100-mifamurtide-therapy.json","nccp-00100-v6","Mifamurtide Therapy",2,0,0,0,1,1,4
"protocols/sarcoma/00335-imatinib-therapy-gist.json","nccp-00335-v4","Imatinib Therapy – GIST",4,0,2,0,1,6,13
"protocols/sarcoma/00374-trabectedin-monotherapy.json","nccp-00374-v4","Trabectedin Monotherapy",4,0,3,0,1,3,11
"protocols/sarcoma/00391-doxorubicin-60-mg-m2-and-ifosfamide-therapy.json","nccp-00391-v5","Doxorubicin 60 mg/m² and Ifosfamide Therapy",5,0,1,0,1,3,10
"protocols/sarcoma/00392-doxorubicin-75-mg-m2-and-ifosfamide-therapy.json","nccp-00392-v5","Doxorubicin 75 mg/m² and Ifosfamide Therapy",5,0,1,0,1,3,10
"protocols/sarcoma/00420-doxorubicin-25-mg-m2-day-and-cisplatin-100-mg-m2-therapy-21-day.json","nccp-00420-v4","Doxorubicin 25 mg/m²/day and Cisplatin 100 mg/m² Therapy – 21 day",4,0,1,0,1,3,9
"protocols/sarcoma/00462-pegylated-liposomal-doxorubicin-20-mg-m2-21-day.json","nccp-00462-v4","Pegylated Liposomal Doxorubicin 20 mg/m² – 21 day",4,0,1,0,1,5,11
"protocols/sarcoma/00463-map-therapy-methotrexate-doxorubicin-and-cisplatin.json","nccp-00463-v4","MAP Therapy – Methotrexate, Doxorubicin and Cisplatin",5,1,1,0,1,3,11
"protocols/sarcoma/00500-doxorubicin-75-mg-m2-monotherapy.json","nccp-00500-v3","Doxorubicin 75 mg/m² Monotherapy",4,0,1,0,1,2,8
"protocols/sarcoma/00501-gemcitabine-and-docetaxel-therapy-21-day.json","nccp-00501-v4","Gemcitabine and Docetaxel Therapy – 21 day",4,0,4,0,1,4,13
"protocols/sarcoma/00504-irinotecan-and-temozolomide-therapy-21-day.json","nccp-00504-v2","Irinotecan and Temozolomide Therapy – 21 day",4,0,1,0,1,4,10
"protocols/sarcoma/00511-dacarbazine-1-2-g-m2-therapy-21-day.json","nccp-00511-v2","Dacarbazine 1.2 g/m² Therapy – 21 day",4,0,0,0,1,2,7
"protocols/sarcoma/00554-vinblastine-and-methotrexate-therapy.json","nccp-00554-v2","Vinblastine and Methotrexate Therapy",4,0,1,0,1,3,9
"protocols/sarcoma/00596-ifosfamide-and-etoposide-ie-therapy.json","nccp-00596-v2","Ifosfamide and Etoposide (IE) Therapy",5,0,1,0,1,3,10
"protocols/sarcoma/00675-ie-vac-therapy-two-weekly-intervals.json","nccp-00675-v2","IE–VAC Therapy – Two Weekly Intervals",5,0,1,0,1,4,11
"protocols/sarcoma/00680-high-dose-ifosfamide-therapy-21-day.json","nccp-00680-v2","High Dose Ifosfamide Therapy – 21 day",5,0,0,0,1,3,9
"protocols/sarcoma/00747-ie-vac-therapy-three-weekly-intervals.json","nccp-00747-v2","IE–VAC Therapy – Three Weekly Intervals",5,0,1,0,1,4,11
"protocols/sarcoma/00754-ifosfamide-vincristine-doxorubicin-and-dactinomycin-ivado-therapy.json","nccp-00754-v3","Ifosfamide, Vincristine, Doxorubicin and Dactinomycin (IVADo) Therapy",5,0,2,0,1,4,12
"protocols/sarcoma/00757-vincristine-irinotecan-and-temozolomide-vit-therapy.json","nccp-00757-v2","Vincristine, Irinotecan and Temozolomide (VIT) Therapy",4,0,1,0,1,6,12
"protocols/shared/00214-bevacizumab-7-5-mg-kg-21-days.json","nccp-00214-v8","Bevacizumab 7.5 mg/kg – 21 days",2,0,0,0,1,1,4
"protocols/shared/00215-bevacizumab-15mgkg.json","nccp-00215-v7","Bevacizumab 15 mg/kg Therapy — 21 days",1,0,0,0,1,4,6
"protocols/shared/00226-paclitaxel-monotherapy-weekly.json","nccp-00226-v9","Paclitaxel Monotherapy 80mg/m² Day 1, 8, 15 and 22 – 28 Day",3,0,2,0,3,3,11
"protocols/shared/00279-cisplatin-75-mg-m2-etoposide-100-mg-m2-and-radiotherapy-21-day.json","nccp-00279-v7","Cisplatin 75 mg/m², Etoposide 100 mg/m² and Radiotherapy – 21 day",4,0,1,0,1,2,8
"protocols/shared/00284-gemcitabine-1000-mg-m2-monotherapy-28-day.json","nccp-00284-v5","Gemcitabine 1000 mg/m² Monotherapy – 28 day",4,0,0,0,2,1,7
"protocols/shared/00311-topotecan-monotherapy-5-day.json","nccp-00311-v4","Topotecan Monotherapy – 5 day",4,0,0,0,1,1,6
"protocols/shared/00320-everolimus-monotherapy.json","nccp-00320-v6","Everolimus Monotherapy",2,0,2,0,1,3,8
"protocols/shared/00325-sunitinib-50-mg-therapy-42-day.json","nccp-00325-v6","Sunitinib 50 mg Therapy – 42 day",2,0,2,0,1,3,8
"protocols/shared/00445-pazopanib-monotherapy.json","nccp-00445-v3","Pazopanib Monotherapy",4,0,3,0,1,5,13
"protocols/shared/00455-pembrolizumab-200-mg-monotherapy.json","nccp-00455-v15b","Pembrolizumab 200 mg Monotherapy",2,1,2,6,1,3,15
"protocols/shared/00483-nivolumab-monotherapy-14-day.json","nccp-00483-v13a","Nivolumab Monotherapy – 14 day",2,1,2,6,1,3,15
"protocols/shared/00484-nivolumab-monotherapy-28-day.json","nccp-00484-v13a","Nivolumab Monotherapy – 28 day",2,1,2,6,1,3,15
"protocols/shared/00551-nivolumab-3-mg-kg-with-ipilimumab-1-mg-kg-therapy.json","nccp-00551-v7","Nivolumab 3 mg/kg with Ipilimumab 1 mg/kg Therapy",2,1,2,5,1,3,14
"protocols/shared/00558-pembrolizumab-400mg-monotherapy.json","nccp-00558-v12b","Pembrolizumab 400 mg Monotherapy",1,1,3,6,1,12,24
"protocols/shared/00588-olaparib-tablet-monotherapy.json","nccp-00588-v5b","Olaparib (Tablet) Monotherapy",3,1,0,0,1,2,7
"protocols/shared/00592-atezolizumab-840-mg-monotherapy-14-day.json","nccp-00592-v3","Atezolizumab 840 mg Monotherapy – 14 day",2,1,2,6,1,4,16
"protocols/shared/00719-sunitinib-50-mg-therapy-21-day.json","nccp-00719-v2","Sunitinib 50 mg Therapy – 21 day",2,0,2,0,1,3,8
"protocols/skin/00102-vemurafenib-monotherapy.json","nccp-00102-v6","Vemurafenib Monotherapy",4,0,2,0,1,3,10
"protocols/skin/00105-ipilimumab-monotherapy.json","nccp-00105-v7","Ipilimumab Monotherapy",2,1,2,3,1,6,15
"protocols/skin/00236-vismodegib-monotherapy.json","nccp-00236-v3","Vismodegib Monotherapy",3,0,2,0,1,2,8
"protocols/skin/00237-dabrafenib-monotherapy.json","nccp-00237-v6","Dabrafenib Monotherapy",4,0,2,0,1,3,10
"protocols/skin/00373-cobimetinib-and-vemurafenib-therapy.json","nccp-00373-v3","Cobimetinib and Vemurafenib Therapy",4,0,2,0,1,3,10
"protocols/skin/00415-trametinib-and-dabrafenib-therapy.json","nccp-00415-v4","Trametinib and Dabrafenib Therapy",4,0,2,0,1,3,10
"protocols/skin/00431-nivolumab-1-mg-kg-and-ipilimumab-3-mg-kg-therapy.json","nccp-00431-v10","Nivolumab 1 mg/kg and Ipilimumab 3 mg/kg Therapy",2,1,2,3,1,6,15
"protocols/skin/00464-dacarbazine-therapy.json","nccp-00464-v3","Dacarbazine Therapy",6,1,2,0,1,2,12
"protocols/skin/00563-encorafenib-and-binimetinib-therapy.json","nccp-00563-v3","Encorafenib and Binimetinib Therapy",4,0,2,0,1,3,10
"protocols/tumour-agnostic/00758-larotrectinib-monotherapy-adult.json","nccp-00758-v3","Larotrectinib Monotherapy – Adult",2,0,2,0,1,3,8
