protocol_id,nccp_code,version,title,tumour_group,schedule_available,structured_treatment_phases,structured_treatment_object,phase_count,component_count,selectable_dose_level_groups,modification_pathways,source_url,clinical_validation_authorised
nccp-00323-v7b,00323,7b,"Docetaxel 75, Cisplatin 100 and 5-Fluorouracil 1000 (TCF) Chemoradiation",Head and Neck,true,false,true,1,5,0,16,https://healthservice.hse.ie/documents/6957/323_V7b_DOCEtaxel_75_CISplatin_100_and_5-Fluorouracil_1000_Chemoradiation_Therapy_TCF.pdf,false
nccp-00324-v6b,00324,6b,"Docetaxel 75, Cisplatin 75, 5-Fluorouracil 750 (TCF) and Radiotherapy",Head and Neck,true,false,true,1,4,0,15,https://healthservice.hse.ie/documents/6958/324_V6b_DOCEtaxel_75_CISplatin_75_5-Fluorouracil_750_TCF_and_RT.pdf,false
nccp-00332-v4,00332,4,Carboplatin AUC 1.5 Chemoradiation – 7 day,Head and Neck,true,false,true,1,2,0,4,https://healthservice.hse.ie/documents/6959/332_V4_Carboplatin_AUC1.5.pdf,false
nccp-00387-v5,00387,5,Cisplatin 100 mg/m² with Radiotherapy,Head and Neck,true,false,true,1,2,0,10,https://healthservice.hse.ie/documents/6912/387_V5_CISplatin_100mgm2_with_RT.pdf,false
nccp-00417-v7,00417,7,"Cetuximab, Cisplatin 100 mg/m² and 5-Fluorouracil – 21 day",Head and Neck,true,false,true,1,3,0,16,https://healthservice.hse.ie/documents/6975/417_Cetux_CIS_5-FU_v7.pdf,false
nccp-00418-v7,00418,7,"Cetuximab, Carboplatin AUC 5 and 5-Fluorouracil – 21 day",Head and Neck,true,false,true,1,3,0,12,https://healthservice.hse.ie/documents/6976/418_Cetux_Carbo5-FU.pdf,false
nccp-00514-v3,00514,3,Gemcitabine 1250 mg/m² Monotherapy – 21 day,Head and Neck,true,false,true,1,1,0,9,https://healthservice.hse.ie/documents/6899/514_V3_Gemcitabine_1250_21day.pdf,false
nccp-00517-v2,00517,2,Gemcitabine 1250 mg/m² and Cisplatin 80 mg/m² – 21 day,Head and Neck,true,false,true,1,2,0,14,https://healthservice.hse.ie/documents/6897/517_V2_GemCis80.pdf,false
nccp-00552-v6,00552,6,Carboplatin AUC 5 and 5-Fluorouracil 1000 mg/m²/day – 28 day,Head and Neck,true,false,true,1,2,0,9,https://healthservice.hse.ie/documents/6983/552_CARBOplatin_auc5_5fu.pdf,false
nccp-00589-v4,00589,4,Carboplatin 70 mg/m² and 5-Fluorouracil 600 mg/m² with Radiotherapy,Head and Neck,true,false,true,1,3,0,11,https://healthservice.hse.ie/documents/6986/589_CARBOplatin_70_5_Fluorouracil_600.pdf,false
nccp-00591-v3,00591,3,Carboplatin AUC 4 and 5-Fluorouracil 600 mg/m² with Radiotherapy,Head and Neck,true,false,true,1,3,0,9,https://healthservice.hse.ie/documents/6988/591_CARBOplatin_AUC4_and_5-Fluorouracil_600.pdf,false
nccp-00615-v2,00615,2,"Cyclophosphamide, Doxorubicin and Cisplatin – 21 day",Head and Neck,true,false,true,1,3,0,10,https://healthservice.hse.ie/documents/6994/615_V2_Cyclodoxcis.pdf,false
nccp-00696-v2,00696,2,"Paclitaxel Days 1, 8 and 15 with Cetuximab Days 1 and 15 – 28 day",Head and Neck,true,false,true,1,2,0,8,https://healthservice.hse.ie/documents/6769/696_PACLitaxel_Cetuximab_28day.pdf,false
nccp-00705-v2d,00705,2d,"Pembrolizumab, Carboplatin AUC 5 and 5-Fluorouracil",Head and Neck,true,false,true,1,3,0,16,https://healthservice.hse.ie/documents/6881/705_V2d_Pembrolizumab_CARBOplatin_5FU.pdf,false
nccp-00706-v3,00706,3,"Pembrolizumab, Cisplatin and 5-Fluorouracil",Head and Neck,true,false,true,1,3,0,20,https://healthservice.hse.ie/documents/6880/706_V3_Pembrolizumab_CISplatin_5FU_.pdf,false
nccp-00893-v1,00893,1,Methotrexate 40 mg/m² Monotherapy – 28 day,Head and Neck,true,false,true,1,1,0,8,https://healthservice.hse.ie/documents/6862/893_V1_Methotrexate_40_HNSCC.pdf,false
nccp-00903-v1,00903,1,Gemcitabine 1000 mg/m² and Cisplatin 80 mg/m² Induction,Head and Neck,true,false,true,1,2,0,11,https://healthservice.hse.ie/documents/6859/903_V1_Gemcitabine_1g_CISplatin_80.pdf,false
nccp-00219-v6,00219,6,Erlotinib Monotherapy,Lung,true,false,true,1,1,0,7,https://healthservice.hse.ie/documents/6938/219_Erlotinib_monotherapy.pdf,false
nccp-00220-v5,00220,5,Gefitinib Monotherapy,Lung,true,false,true,1,1,0,7,https://healthservice.hse.ie/documents/6937/220_V5_Gefitinib_Monotherapy.pdf,false
nccp-00221-v5,00221,5,Afatinib Monotherapy,Lung,true,false,true,1,1,0,7,https://healthservice.hse.ie/documents/6936/221_Afatinib.pdf,false
nccp-00222-v5,00222,5,Pemetrexed Monotherapy,Lung,true,false,true,1,1,0,13,https://healthservice.hse.ie/documents/6935/222_V5_PEMEtrexed_Monotherapy_.pdf,false
nccp-00243-v7,00243,7,Crizotinib Monotherapy,Lung,true,false,true,1,1,0,10,https://healthservice.hse.ie/documents/6934/243_V7_Crizotinib_Monotherapy.pdf,false
nccp-00271-v7,00271,6,Carboplatin + Etoposide,Lung,true,true,false,1,2,0,5,https://healthservice.hse.ie/documents/6931/271_CarboplatinAUC5Etop100.pdf,false
nccp-00280-v6,00280,6,Cisplatin + Etoposide,Lung,true,true,false,1,2,0,6,https://healthservice.hse.ie/documents/6927/280_V6_Cisplatin_and_Etoposide.pdf,false
nccp-00281-v7,00281,7,Gemcitabine + Cisplatin 75,Lung,true,true,false,1,3,0,15,https://healthservice.hse.ie/documents/6926/281_V7_GemCis75.pdf,false
nccp-00304-v8,00304,8,Carboplatin AUC6 + Paclitaxel 200,Lung,true,true,false,1,2,0,14,https://healthservice.hse.ie/documents/6924/304_V8_CARBOplatinAUC_6_PACLitaxel_200.pdf,false
nccp-00309-v6,00309,6,Weekly Carboplatin AUC2 and Paclitaxel 50 mg/m² with Radiotherapy,Lung,true,false,true,1,3,0,12,https://healthservice.hse.ie/documents/6923/309_V6_CARBOplatinAUC2_and_PACLitaxel50_with_RT.pdf,false
nccp-00317-v7,00317,7,Pemetrexed + Cisplatin,Lung,true,true,false,1,2,0,14,https://healthservice.hse.ie/documents/6922/317_V7_PEMEtrexed_and_CISplatin.pdf,false
nccp-00318-v6,00318,6,Pemetrexed and Carboplatin Therapy,Lung,true,false,true,1,2,0,15,https://healthservice.hse.ie/documents/6921/318_V6_PEMEtrexed_and_CARBOplatin.pdf,false
nccp-00319-v5,00319,5,Carboplatin and Oral Etoposide Therapy – 21 day,Lung,true,false,true,1,2,0,13,https://healthservice.hse.ie/documents/6920/319_V5_CarboplatinEtoposide_21days.pdf,false
nccp-00339-v7,00339,7,"Vinorelbine Days 1, 8, 15 and Cisplatin Day 1 – 21 day",Lung,true,false,true,1,2,0,17,https://healthservice.hse.ie/documents/6918/339_Vin_30CIS_80.pdf,false
nccp-00340-v4,00340,4,Ceritinib Monotherapy,Lung,true,false,true,1,1,0,10,https://healthservice.hse.ie/documents/6917/340_Ceritinib_monotherapy.pdf,false
nccp-00343-v7,00343,7,Vinorelbine and Cisplatin Therapy – 28 day,Lung,true,false,true,1,2,0,17,https://healthservice.hse.ie/documents/6916/343_V7_Vin25Cis50.pdf,false
nccp-00353-v5,00353,5,Osimertinib Monotherapy,Lung,true,false,true,1,1,0,8,https://healthservice.hse.ie/documents/6914/353_V5_Osimertinib_Monotherapy.pdf,false
nccp-00372-v6,00372,6,Nintedanib Therapy with Docetaxel,Lung,true,false,true,1,2,0,13,https://healthservice.hse.ie/documents/6913/372_Nintedanib_therapy.pdf,false
nccp-00388-v3,00388,3,Oral Etoposide Therapy,Lung,true,false,true,1,1,0,11,https://healthservice.hse.ie/documents/6911/388_V3_Oral_Etoposide.pdf,false
nccp-00401-v6,00401,6,Alectinib Monotherapy,Lung,true,false,true,1,1,0,10,https://healthservice.hse.ie/documents/6910/401_V6_Alectinib.pdf,false
nccp-00456-v4,00456,4,"Cisplatin 50 mg/m², Etoposide 50 mg/m² and Thoracic Radiotherapy – 28 day",Lung,true,false,true,1,3,0,17,https://healthservice.hse.ie/documents/6902/456_V4_CISplatin_50_and_Etoposide.pdf,false
nccp-00561-v4,00561,4,"Carboplatin AUC3, Etoposide 50 mg/m² and Thoracic Radiotherapy – 28 day",Lung,true,false,true,1,3,0,13,https://healthservice.hse.ie/documents/6896/561_V4_CarboAUC3_etoposide_RT.pdf,false
nccp-00562-v3,00562,3,Brigatinib Therapy,Lung,true,false,true,1,1,0,10,https://healthservice.hse.ie/documents/6895/562_v3_brigatinib.pdf,false
nccp-00565-v3,00565,3,Dacomitinib Monotherapy,Lung,true,false,true,1,1,0,7,https://healthservice.hse.ie/documents/6894/565_V3_Dacomitinib.pdf,false
nccp-00568-v5,00568,5,"Pembrolizumab, Pemetrexed and Carboplatin AUC5 Therapy",Lung,true,false,true,1,3,0,25,https://healthservice.hse.ie/documents/6891/568_V5_Pembrolizumab_PEMEtrexed_CARBOplatin.pdf,false
nccp-00569-v5,00569,5,"Pembrolizumab, Pemetrexed and Cisplatin Therapy",Lung,true,false,true,1,3,0,29,https://healthservice.hse.ie/documents/6890/569_V5_Pembrolizumab_PEMEtrexed_and_CISplatin.pdf,false
nccp-00570-v3,00570,3,Lorlatinib Therapy,Lung,true,false,true,1,1,0,12,https://healthservice.hse.ie/documents/6889/570_V3_Lorlatinib_therapy_.pdf,false
nccp-00576-v5,00576,5,Durvalumab Monotherapy 10 mg/kg – 14 day,Lung,true,false,true,1,1,0,13,https://healthservice.hse.ie/documents/6888/576_Durvalumab.pdf,false
nccp-00579-v5a,00579,5a,"Pembrolizumab, Paclitaxel and Carboplatin AUC6 Therapy",Lung,true,false,true,1,3,0,22,https://healthservice.hse.ie/documents/6887/579_V5a_pembrolizumab_carboplatin_paclitaxel.pdf,false
nccp-00587-v2,00587,2,Topotecan Oral Monotherapy,Lung,true,false,true,1,1,0,10,https://healthservice.hse.ie/documents/6886/587_V2_Topotecan_PO.pdf,false
nccp-00614-v4,00614,4,Carboplatin and Vinorelbine Therapy – 21 day,Lung,true,false,true,1,2,0,13,https://healthservice.hse.ie/documents/6884/614_V4_Carboplatin_Vinorelbine.pdf,false
nccp-00655-v3a,00655,3a,Durvalumab monotherapy,Lung,true,true,false,1,1,0,30,https://healthservice.hse.ie/documents/6883/655_V3a_Durvalumab_1500mg.pdf,false
nccp-00689-v4,00689,4,Atezolizumab + Carboplatin + Etoposide,Lung,true,true,false,2,4,0,37,https://healthservice.hse.ie/documents/6882/689_V4_Atezolizumab_Etoposide_CARBOplatin.pdf,false
nccp-00712-v3a,00712,3a,"Nivolumab, Ipilimumab, Carboplatin and Paclitaxel Therapy",Lung,true,false,true,1,4,0,22,https://healthservice.hse.ie/documents/6879/712_V3a_Nivolumab_ipili_plus_PACLitaxel-CARBOplatin.pdf,false
nccp-00713-v4,00713,4,"Nivolumab, Ipilimumab, Pemetrexed and Carboplatin Therapy",Lung,true,false,true,1,4,0,25,https://healthservice.hse.ie/documents/6877/713_V4_Nivolumab_ipili_plus_PEMEtrexed-CARBOplatin_.pdf,false
nccp-00714-v4,00714,4,"Nivolumab, Ipilimumab, Pemetrexed and Cisplatin Therapy",Lung,true,false,true,1,4,0,29,https://healthservice.hse.ie/documents/6876/714_V4_Nivolumab_ipili_plus_PEMEtrexed-CISplatin.pdf,false
nccp-00792-v2,00792,2,Nivolumab 360 mg and Ipilimumab 1 mg/kg Therapy,Lung,true,false,true,1,2,0,13,https://healthservice.hse.ie/documents/6873/792_V2_Nivolumab_360_ipilimumab1mg.kg.pdf,false
nccp-00823-v2,00823,2,Tepotinib Therapy,Lung,true,false,true,1,1,0,8,https://healthservice.hse.ie/documents/6868/823_V2_Tepotinib_Therapy.pdf,false
nccp-00849-v2,00849,2,Nivolumab 360 mg and Platinum-Based Chemotherapy,Lung,true,false,true,1,2,0,17,https://healthservice.hse.ie/documents/6865/849_V2_Nivolumab_chemotherapy.pdf,false
nccp-00908-v1a,00908,1a,"Serplulimab, Carboplatin AUC5 and Etoposide 100 mg/m² – 21 day",Lung,true,false,true,1,3,0,23,https://healthservice.hse.ie/documents/6856/908_Serplulimab_CARBO_Etop_f8OKidZ.pdf,false
nccp-00310-v7,00310,7,Gemcitabine + Carboplatin AUC5,Lung,true,true,false,1,3,0,13,https://healthservice.hse.ie/documents/6713/310_v7_GemCARBOAUC_5.pdf,false
nccp-00544-v14,00544,14,Atezolizumab 1200 mg Monotherapy – 21 day,Lung,true,false,true,1,1,0,13,https://healthservice.hse.ie/documents/6644/544_v14_Atezolizumab_21_Day_Monotherapy.pdf,false
nccp-00592-v3,00592,3,Atezolizumab 840 mg Monotherapy – 14 day,Lung,true,false,true,1,1,0,13,https://healthservice.hse.ie/documents/6398/592_v3_Atezolizumab_840mg_Monotherapy_14_Day.pdf,false
nccp-00593-v10a,00593,10a,Atezolizumab monotherapy,Lung,true,true,false,1,1,0,32,https://healthservice.hse.ie/documents/6399/593_v10a_Atezolizumab_1680mg_Monotherapy.pdf,false
nccp-00279-v7,00279,7,"Cisplatin 75 mg/m², Etoposide 100 mg/m² and Radiotherapy – 21 day",Lung,true,false,true,1,3,0,17,https://healthservice.hse.ie/documents/6697/279_V7_Cisplatin_and_Etoposide_and_RT.pdf,false
nccp-00311-v4,00311,4,Topotecan Monotherapy – 5 day,Lung,true,false,true,1,1,0,10,https://healthservice.hse.ie/documents/6714/311_v4_Topotecan_Monotherapy_5day.pdf,false
nccp-00558-v12b,00558,12b,Pembrolizumab 400 mg monotherapy,Lung,true,true,true,1,1,0,22,https://healthservice.hse.ie/documents/6389/558_v12b_Pembrolizumab_400mg_monotherapy.pdf,false
nccp-00702-v2,00702,2,Entrectinib Monotherapy – Adult,Lung,true,false,true,1,1,0,10,https://healthservice.hse.ie/documents/6770/702_V2_Entrectinib_monotherapy.pdf,false
nccp-00334-v4,00334,4,Temozolomide with Radiotherapy and Adjuvant Therapy,Neuro-oncology,true,false,true,1,1,0,18,https://healthservice.hse.ie/documents/6960/334_V4_Temozolomide_RT_and_Adjuvant_Therapy.pdf,false
nccp-00342-v4,00342,4,Temozolomide Recurrent Therapy,Neuro-oncology,true,false,true,1,1,0,10,https://healthservice.hse.ie/documents/6961/342_V4_Temozolomide_Recurrent_Therapy_.pdf,false
nccp-00379-v4,00379,4,"Procarbazine, Lomustine and Vincristine (PCV) Therapy – 42 Day",Neuro-oncology,true,false,true,1,3,0,25,https://healthservice.hse.ie/documents/6971/379_V4_PCV.pdf,false
nccp-00461-v3,00461,3,Temozolomide with Radiotherapy and Adjuvant Therapy – Patients Greater Than 65 Years,Neuro-oncology,true,false,true,1,1,0,20,https://healthservice.hse.ie/documents/6977/461_V3_Temozolomide_RT_and_Adjuvant_Therapy_greater_than65_years_.pdf,false
nccp-00658-v2,00658,2,"Procarbazine, Lomustine and Vincristine (PCV) Therapy – 56 Day",Neuro-oncology,true,false,true,1,3,0,31,https://healthservice.hse.ie/documents/6996/658_V2_PCV-8wk.pdf,false
nccp-00742-v3,00742,3,Lomustine and Bevacizumab 5 mg/kg Therapy,Neuro-oncology,true,false,true,1,2,0,30,https://healthservice.hse.ie/documents/6874/742_V3_Lomustine_and_Bevacizumab_5.pdf,false
nccp-00804-v2,00804,2,Lomustine and Bevacizumab 7.5 mg/kg Therapy,Neuro-oncology,true,false,true,1,2,0,30,https://healthservice.hse.ie/documents/6872/804_V2_Lomustine_and_bevacizumab_7.5.pdf,false
nccp-00805-v2,00805,2,Lomustine 130 mg/m² Therapy,Neuro-oncology,true,false,true,1,1,0,12,https://healthservice.hse.ie/documents/6871/805_V2_Lomustine_130mg_Therapy.pdf,false
nccp-00806-v2,00806,2,"Cisplatin, Lomustine and Vincristine (CLV) Therapy",Neuro-oncology,true,false,true,1,3,0,19,https://healthservice.hse.ie/documents/6870/806_V2_CLV_Therapy.pdf,false
nccp-00813-v2,00813,2,Bevacizumab 5 mg/kg Monotherapy – 14 Day,Neuro-oncology,true,false,true,1,1,0,22,https://healthservice.hse.ie/documents/6869/813_V2_Bevacizumab_5.pdf,false
nccp-00327-v5,00327,5,Sunitinib 37.5 mg Therapy – 28 day,Neuroendocrine,true,false,true,1,1,0,10,https://healthservice.hse.ie/documents/6919/327_V5_SUNitinib_37.5mg.pdf,false
nccp-00100-v6,00100,6,Mifamurtide Therapy,Sarcoma,true,false,true,1,1,0,15,https://healthservice.hse.ie/documents/6722/100_Mifamurtide.pdf,false
nccp-00335-v4,00335,4,Imatinib Therapy – GIST,Sarcoma,true,false,true,1,1,0,4,https://healthservice.hse.ie/documents/6727/335_v4_Imatinib.pdf,false
nccp-00374-v4,00374,4,Trabectedin Monotherapy,Sarcoma,true,false,true,1,1,0,9,https://healthservice.hse.ie/documents/6729/374_Trabectedin_monotherapy.pdf,false
nccp-00391-v5,00391,5,Doxorubicin 60 mg/m² and Ifosfamide Therapy,Sarcoma,true,false,true,1,3,0,16,https://healthservice.hse.ie/documents/6730/391_DOXOrubicin_60_and_Ifosfamide.pdf,false
nccp-00392-v5,00392,5,Doxorubicin 75 mg/m² and Ifosfamide Therapy,Sarcoma,true,false,true,1,3,0,16,https://healthservice.hse.ie/documents/6731/392_DOXOrubicin_75_and_ifosfamide.pdf,false
nccp-00420-v4,00420,4,Doxorubicin 25 mg/m²/day and Cisplatin 100 mg/m² Therapy – 21 day,Sarcoma,true,false,true,1,2,0,18,https://healthservice.hse.ie/documents/6733/420_V4_DOX25CIS100.pdf,false
nccp-00462-v4,00462,4,Pegylated Liposomal Doxorubicin 20 mg/m² – 21 day,Sarcoma,true,false,true,1,1,0,9,https://healthservice.hse.ie/documents/6735/462_v4_PegylatedLiposomalDOX_20mgm2_21_days.pdf,false
nccp-00463-v4,00463,4,"MAP Therapy – Methotrexate, Doxorubicin and Cisplatin",Sarcoma,true,false,true,1,4,0,16,https://healthservice.hse.ie/documents/6736/463_v4_MAP.pdf,false
nccp-00500-v3,00500,3,Doxorubicin 75 mg/m² Monotherapy,Sarcoma,true,false,true,1,1,0,12,https://healthservice.hse.ie/documents/6738/500_V3_DOXOrubicin_75.pdf,false
nccp-00501-v4,00501,4,Gemcitabine and Docetaxel Therapy – 21 day,Sarcoma,true,false,true,1,2,0,8,https://healthservice.hse.ie/documents/6739/501_V4_Gemcitabine_DOCEtaxel.pdf,false
nccp-00504-v2,00504,2,Irinotecan and Temozolomide Therapy – 21 day,Sarcoma,true,false,true,1,2,0,6,https://healthservice.hse.ie/documents/6740/504_v2_Irinotecan_and_Temozolomide_Therapy.pdf,false
nccp-00511-v2,00511,2,Dacarbazine 1.2 g/m² Therapy – 21 day,Sarcoma,true,false,true,1,1,0,12,https://healthservice.hse.ie/documents/6741/511_V2_Dacarbazine.pdf,false
nccp-00554-v2,00554,2,Vinblastine and Methotrexate Therapy,Sarcoma,true,false,true,1,2,0,18,https://healthservice.hse.ie/documents/6742/554_v2_vinblastine_MTX_SAMV.pdf,false
nccp-00596-v2,00596,2,Ifosfamide and Etoposide (IE) Therapy,Sarcoma,true,false,true,1,3,0,14,https://healthservice.hse.ie/documents/6747/596_v2_Ifosfamide_Etoposide_IE_Therapy.pdf,false
nccp-00675-v2,00675,2,IE–VAC Therapy – Two Weekly Intervals,Sarcoma,true,false,true,1,7,0,13,https://healthservice.hse.ie/documents/6766/675_v2_IE_VAC_Two_weekly.pdf,false
nccp-00680-v2,00680,2,High Dose Ifosfamide Therapy – 21 day,Sarcoma,true,false,true,1,2,0,12,https://healthservice.hse.ie/documents/6767/680_v2_Ifosfamide_highdose.pdf,false
nccp-00747-v2,00747,2,IE–VAC Therapy – Three Weekly Intervals,Sarcoma,true,false,true,1,7,0,13,https://healthservice.hse.ie/documents/6779/747_v2_IE_VAC_three_weekly.pdf,false
nccp-00754-v3,00754,3,"Ifosfamide, Vincristine, Doxorubicin and Dactinomycin (IVADo) Therapy",Sarcoma,true,false,true,1,5,0,12,https://healthservice.hse.ie/documents/6781/754_IVADo.pdf,false
nccp-00757-v2,00757,2,"Vincristine, Irinotecan and Temozolomide (VIT) Therapy",Sarcoma,true,false,true,1,3,0,12,https://healthservice.hse.ie/documents/6784/757_v2_VIT.pdf,false
nccp-00102-v6,00102,6,Vemurafenib Monotherapy,Skin/Melanoma,true,false,true,1,1,0,15,https://healthservice.hse.ie/documents/6723/102_v6_Vemurafenib_Monotherapy.pdf,false
nccp-00105-v7,00105,7,Ipilimumab Monotherapy,Skin/Melanoma,true,false,true,1,1,0,11,https://healthservice.hse.ie/documents/6724/105_V7_Ipilimumab_.pdf,false
nccp-00236-v3,00236,3,Vismodegib Monotherapy,Skin/Melanoma,true,false,true,1,1,0,7,https://healthservice.hse.ie/documents/6725/236_v3_Vismodegib.pdf,false
nccp-00237-v6,00237,6,Dabrafenib Monotherapy,Skin/Melanoma,true,false,true,1,1,0,16,https://healthservice.hse.ie/documents/6726/237_Dabrafenib.pdf,false
nccp-00373-v3,00373,3,Cobimetinib and Vemurafenib Therapy,Skin/Melanoma,true,false,true,1,2,0,16,https://healthservice.hse.ie/documents/6728/373_V3_Cobimetinib_and_Vemurafenib.pdf,false
nccp-00415-v4,00415,4,Trametinib and Dabrafenib Therapy,Skin/Melanoma,true,false,true,1,2,0,16,https://healthservice.hse.ie/documents/6732/415_v4_Trametinib_and_DabrafenibTherapy.pdf,false
nccp-00431-v10,00431,10,Nivolumab 1 mg/kg and Ipilimumab 3 mg/kg Therapy,Skin/Melanoma,true,false,true,1,2,0,12,https://healthservice.hse.ie/documents/6734/431_Nivolumab_1mg_Ipilimumab_3mg.pdf,false
nccp-00464-v3,00464,3,Dacarbazine Therapy,Skin/Melanoma,true,false,true,1,1,0,9,https://healthservice.hse.ie/documents/6737/464_V3_Dacarbazine.pdf,false
nccp-00563-v3,00563,3,Encorafenib and Binimetinib Therapy,Skin/Melanoma,true,false,true,1,2,0,15,https://healthservice.hse.ie/documents/6744/563_V3_Encorafenib-and-Binimetinib_Therapy.pdf,false
nccp-00758-v3,00758,3,Larotrectinib Monotherapy – Adult,Tumour Agnostic Therapy,true,false,true,1,1,0,18,https://healthservice.hse.ie/documents/6788/758_V3_Larotrectinib_Therapy_Adult.pdf,false
